,method,finetune,dataset,s,n_epochs,lr,regular_weight,K,beta,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_loss,sys_avg/total_flops,sys_avg/global_convergence_time_minutes,sys_avg/fl_end_time_minutes,sys_avg/global_convergence_round,sys_avg/local_convergence_round,sys_avg/total_download_bytes,sys_avg/total_upload_bytes,sys_avg/local_convergence_time_minutes,sys_avg/total_model_size
20,pfedme,0,femnist--s02,2,3,0.1,0.9,3.0,,0.9059895833333332,0.8125,0.09092197211357016,0.3350136409275971,0.06767485290765762,0.4455035891067368,0.8923013506048971,0.9018973214285716,0.78125,0.06623477259901797,0.34012945387512444,0.05447506159543991,0.25431857898330085,0.9137286324786325,0.30867811212743346,0.9051851851851852,0.3338721744771357,1.78T,105.73969244237148,105.75829694834162,410.0,11.35323383084577,984.42K,985.21K,3.3089740361525704,6.27M
21,pfedme,0,femnist--s02,2,3,0.1,0.2,3.0,,0.8854817708333332,0.75,0.09933792926303088,0.39702589010509354,0.08242092281579971,0.49866583665826175,0.8848425128133149,0.8957589285714285,0.78125,0.0689406996870632,0.3576113300165161,0.06778096407651901,0.27457986963730246,0.89627849002849,0.3606376388956637,0.8970370370370371,0.35152092978910165,2.94T,171.47339714917084,171.49020395116082,680.0,11.35323383084577,1.59M,1.59M,3.1006464780265337,6.27M
22,pfedme,0,femnist--s02,2,3,0.1,0.1,3.0,,0.8653645833333332,0.75,0.1054127937982585,0.4708251375666199,0.11772453784942628,0.4768921396506899,0.8662199309680769,0.8879464285714285,0.78125,0.07386200850924926,0.3956615683040582,0.1013137549161911,0.2886307979196804,0.8763354700854701,0.4317855543040397,0.8896296296296297,0.3887700940337446,3.2T,188.70846063532335,188.7267509126866,740.0,11.35323383084577,1.73M,1.74M,3.094654763764511,6.27M
23,pfedme,0,femnist--s02,2,3,0.1,0.05,3.0,,0.8304296875,0.6875,0.1121133152073265,0.6016402268471818,0.199833944439888,0.5247060967022823,0.8362929012122091,0.8549107142857142,0.75,0.08649085528811348,0.5063137066317722,0.12828150391578674,0.2980970057415854,0.8414438502673797,0.5595792231075266,0.8581481481481481,0.4988934824753691,2.43T,145.311613473466,145.32798795862354,560.0,11.35323383084577,1.31M,1.31M,3.2719311875621893,6.27M
24,pfedme,0,femnist--s02,2,3,0.01,0.9,3.0,,0.8307812166928285,0.6875,0.10427357923367452,0.6355287528363988,0.21359579265117645,0.4637578787381948,0.8294140291928285,0.8485491071428571,0.78125,0.06711580699766415,0.5246434655040503,0.30895930528640747,0.2448091353209377,0.8428878538158366,0.5919544124199643,0.8514814814814815,0.5130255993207296,4.32T,0.0,254.46851619187393,0.0,11.35323383084577,2.34M,2.34M,3.1970745883084577,6.27M
25,pfedme,0,femnist--s02,2,3,0.01,0.2,3.0,,0.7450641800332515,0.59375,0.11174660773987512,0.9816820865496994,0.5789573788642883,0.37811106694455704,0.7392048050332515,0.7592633928571428,0.7142857142857143,0.08425792319050045,0.8934112202376128,0.668218731880188,0.24561480553526105,0.7560910068075959,0.9434452038732152,0.7625925925925926,0.8790485510119685,4.32T,0.0,261.23778786749585,0.0,11.35323383084577,2.34M,2.34M,3.476784735903814,6.27M
26,pfedme,0,femnist--s02,2,3,0.01,0.1,3.0,,0.6720040792531147,0.53125,0.11272530095361818,1.3909278608858586,0.9948068261146544,0.3525815180062102,0.6633126730031147,0.6901785714285714,0.625,0.08272671962737385,1.3217470228672028,1.099365234375,0.25853945849952825,0.6812074525259764,1.3587391477616104,0.6948148148148148,1.3054544019699097,4.32T,0.0,262.92857685381426,0.0,11.35323383084577,2.34M,2.34M,3.2707930135157546,6.27M
27,pfedme,0,femnist--s02,2,3,0.01,0.05,3.0,,0.5604015131132849,0.4375,0.10811446313110552,2.071675220131874,1.7028862237930298,0.30938451334176015,0.5587413568632849,0.5915178571428571,0.5,0.09060410561382765,2.0153475522994997,1.7565677165985107,0.24389270323231765,0.5660157649587961,2.050581214761956,0.597037037037037,2.001075848826656,4.32T,0.0,251.75790764344944,0.0,11.35323383084577,2.34M,2.34M,2.7155872277777773,6.27M
28,pfedme,0,femnist--s02,2,3,0.5,0.9,3.0,,0.9325520833333332,0.875,0.06857369676501941,0.24288570399706563,0.04556715115904808,0.24653547593826103,0.9002462095829712,0.9026785714285716,0.84375,0.06535415440084111,0.3432434365444351,0.04138416051864624,0.26606764405147065,0.9374109686609686,0.23108522063572268,0.9044444444444444,0.3397862198728102,1.78T,90.2361272031509,90.26133522288558,410.0,11.35323383084577,984.42K,985.21K,2.6679452035655062,6.27M
29,pfedme,0,femnist--s02,2,3,0.5,0.2,3.0,,0.9386217948717948,0.875,0.06395360296418484,0.2092787966316489,0.0250374972820282,0.22768120330468045,0.9143849488071092,0.9135044642857142,0.8125,0.06273622053128276,0.3514108858653344,0.04868143051862717,0.2961985584945052,0.9421877783716373,0.20239058485377096,0.915925925925926,0.3480906149910556,2.69T,142.74091783872305,142.76040074742951,620.0,11.35323383084577,1.45M,1.45M,2.6824595982587067,6.27M
30,pfedme,0,femnist--s02,2,3,0.5,0.1,3.0,,0.9135416666666666,0.84375,0.0741780773057497,0.2942287226425833,0.048721794039011,0.2727856023140106,0.8993377383819908,0.9011160714285716,0.8125,0.06487476591027722,0.3487612135533709,0.052490077912807465,0.2860761040716838,0.9198717948717948,0.27599947623698906,0.902962962962963,0.34337881334125997,2.3T,116.6860806907131,116.6945298527363,530.0,11.35323383084577,1.24M,1.24M,2.7619037682421226,6.27M
31,pfedme,0,femnist--s02,2,3,0.5,0.05,3.0,,0.8921162927265541,0.8125,0.08130812469484675,0.4080517004302237,0.062439750880002975,0.3162881994778424,0.8993428552265541,0.9033482142857142,0.84375,0.0584680837790227,0.3647084356052801,0.12274891883134842,0.22611607839019168,0.902454317448943,0.3697424568356002,0.9070370370370372,0.35404094136423536,4.32T,0.0,225.4723786214759,0.0,11.35323383084577,2.34M,2.34M,2.644958594610282,6.27M
32,pfedme,0,femnist--s02,2,3,0.005,0.9,3.0,,0.7599852869840964,0.625,0.11162874536235198,0.923127468675375,0.5270150303840637,0.3777760621715896,0.7575438807340964,0.7787946428571428,0.7142857142857143,0.07317854909624563,0.8331987515091897,0.5912535786628723,0.238282801687178,0.7706019347903977,0.88364184790083,0.7837037037037037,0.8190570461308515,4.32T,0.0,221.34651738971812,0.0,11.35323383084577,2.34M,2.34M,2.7852520243781096,6.27M
33,pfedme,0,femnist--s02,2,3,0.005,0.2,3.0,,0.5520609958719055,0.40625,0.10679672854107906,2.1315706349909305,1.7650012969970703,0.3066164038771282,0.5498149021219054,0.5883928571428572,0.46875,0.0939156699450336,2.0774294048547746,1.8178834915161133,0.23766322205661516,0.5575958437835901,2.1112161661210944,0.5944444444444444,2.0635535038842097,4.32T,0.0,226.13091225779436,0.0,11.35323383084577,2.34M,2.34M,2.7674424456053073,6.27M
34,pfedme,0,femnist--s02,2,3,0.005,0.1,3.0,,0.43985121652560294,0.28125,0.11126544484173628,2.8756423577666284,2.6108546257019043,0.21133986765751167,0.433405904025603,0.4672991071428571,0.3125,0.1022817813637781,2.855249452590942,2.6172876358032227,0.1728762431377383,0.44365818702973847,2.868482122088965,0.4711111111111111,2.849074374304877,4.32T,0.0,219.6166103946103,0.0,11.35323383084577,2.34M,2.34M,2.7265275330016583,6.27M
35,pfedme,0,femnist--s02,2,3,0.005,0.05,3.0,,0.3286385767522012,0.1875,0.104918488050064,3.339316892623901,3.1757094860076904,0.133008974574605,0.32238857675220123,0.34352678571428574,0.25,0.08563373959196867,3.3369284927845,3.170067548751831,0.11760387004593006,0.3311537083482623,3.3378720852219046,0.3414814814814815,3.335629083138925,4.32T,0.0,224.0923350186567,0.0,11.35323383084577,2.34M,2.34M,2.7929890007462688,6.27M
36,pfedme,0,femnist--s02,2,3,0.05,0.9,3.0,,0.8794270833333332,0.75,0.09871509305245156,0.42594592064366826,0.10542063415050508,0.4444674334233917,0.8739363612902057,0.8910714285714285,0.78125,0.07087396293737905,0.3889380121720024,0.10481303930282591,0.2611677284230686,0.8889779202279202,0.3921572869349048,0.8944444444444445,0.3803193867372142,1.78T,94.7568604773632,94.76767921633498,410.0,11.35323383084577,984.42K,985.21K,2.736236928855721,6.27M
37,pfedme,0,femnist--s02,2,3,0.05,0.2,3.0,,0.8531901041666666,0.71875,0.1113828409338846,0.5280461864701163,0.15434296429157257,0.5395402547157684,0.8514188591923837,0.8675223214285716,0.78125,0.0731270406515805,0.4392877704813145,0.11559920012950896,0.2883836408875877,0.86502849002849,0.4817499641403344,0.8707407407407407,0.4313308085832331,2.94T,148.164080433665,148.18253247794362,680.0,11.35323383084577,1.59M,1.59M,2.736999012686567,6.27M
38,pfedme,0,femnist--s02,2,3,0.05,0.1,3.0,,0.8253255208333332,0.6875,0.1194527694600388,0.621514667950881,0.20083940029144287,0.49551627590769426,0.831534169594562,0.8508928571428571,0.75,0.07972719349540068,0.5112443862715736,0.17388637363910675,0.31456561447300735,0.8376068376068376,0.5759921972546992,0.8548148148148148,0.5023609906545392,3.2T,168.89696135157547,168.90720458432835,740.0,11.35323383084577,1.73M,1.74M,2.6916052437810944,6.27M
39,pfedme,0,femnist--s02,2,3,0.05,0.05,3.0,,0.8097111488875341,0.6875,0.11044854793234152,0.684863526863046,0.246449276804924,0.4548696053604372,0.8119572426375342,0.8352678571428571,0.78125,0.0738687538365671,0.5674486137460917,0.33303120732307434,0.253516241774462,0.8218380508778216,0.6406973471664178,0.84,0.5586643514147511,4.32T,0.0,212.64013117379773,0.0,11.35323383084577,2.34M,2.34M,2.593204394941957,6.27M
40,pfedme,0,femnist--s02,2,1,0.1,0.9,3.0,,0.8885416666666666,0.78125,0.10284183556491548,0.3811947900685482,0.07244177907705307,0.5049965175227887,0.8849274387556747,0.8996651785714285,0.78125,0.06709798780377137,0.34153846921399234,0.08376100659370422,0.251963096006034,0.8977029914529915,0.3518183770034982,0.901851851851852,0.33567008835298046,1.17T,68.32710587520731,68.33448751019901,740.0,11.35323383084577,1.73M,1.74M,1.2301510879767827,6.27M
41,pfedme,0,femnist--s02,2,1,0.1,0.2,3.0,,0.8489192708333334,0.71875,0.11240639717960392,0.5238535823533311,0.15344618260860443,0.49030107980036,0.8483637438272723,0.8626116071428571,0.75,0.07442439287159047,0.4515569280134514,0.1363847851753235,0.2768741635669299,0.8597147950089127,0.48306678836358424,0.8640740740740741,0.44432618179806954,1.41T,86.67983898789387,86.68693373391376,890.0,11.35323383084577,2.09M,2.09M,1.196079736981758,6.27M
42,pfedme,0,femnist--s02,2,1,0.1,0.1,3.0,,0.8177379918362521,0.6875,0.1069359541885848,0.6526907061226666,0.2573276162147522,0.4111031371199487,0.8168590855862521,0.8344866071428572,0.78125,0.07227034337188776,0.5504348742309958,0.3160364329814911,0.2259010602436806,0.8299892511644572,0.6109468091915945,0.8388888888888889,0.5429013835721546,1.59T,0.0,89.06569709709784,0.0,11.35323383084577,2.34M,2.34M,1.2176890864842456,6.27M
43,pfedme,0,femnist--s02,2,1,0.1,0.05,3.0,,0.7688781783466503,0.625,0.11311107427249514,0.8391418972518295,0.42687734961509705,0.3653283374560952,0.7662414595966502,0.78671875,0.71875,0.07291620163542188,0.7543304039165377,0.5207205414772034,0.2340587913887335,0.779648871372268,0.8006595087570343,0.7911111111111111,0.745088072264636,1.59T,0.0,89.42264940862354,0.0,11.35323383084577,2.34M,2.34M,1.2294327562189054,6.27M
44,pfedme,0,femnist--s02,2,1,0.01,0.9,3.0,,0.6914119745891855,0.5625,0.10440261193582032,1.2815564889460802,0.894102931022644,0.35638604676251817,0.6884822870891855,0.7121651785714286,0.625,0.08473907832804461,1.2079145289957522,0.9978004693984984,0.2477921380428885,0.6999283410963812,1.2469665426287075,0.715925925925926,1.1927776525638722,1.59T,0.0,89.39147295605305,0.0,11.35323383084577,2.34M,2.34M,1.197887830348259,6.27M
45,pfedme,0,femnist--s02,2,1,0.01,0.2,3.0,,0.44469627239167175,0.3125,0.1135105156959375,2.8246003836393356,2.540728807449341,0.22001895178377617,0.4416689286416718,0.47354910714285714,0.34375,0.1038384964002368,2.8001704275608064,2.5582435131073,0.17707549646056583,0.4488534575420996,2.8165304949957597,0.4774074074074074,2.793418420509056,1.59T,0.0,89.84894494353232,0.0,11.35323383084577,2.34M,2.34M,1.1955627022388058,6.27M
46,pfedme,0,femnist--s02,2,1,0.01,0.1,3.0,,0.33166029359035476,0.1875,0.10569014872532596,3.296105176210403,3.112837076187134,0.14382796412527207,0.3283399810903548,0.35066964285714286,0.25,0.09295447980430407,3.293703293800354,3.10789155960083,0.1267066547424413,0.3350949480472949,3.294669855734389,0.34925925925925927,3.2922212060292564,1.59T,0.0,90.63635898839136,0.0,11.35323383084577,2.34M,2.34M,1.269237756053068,6.27M
47,pfedme,0,femnist--s02,2,1,0.01,0.05,3.0,,0.23403771091217213,0.125,0.09180808894693328,3.573086307942867,3.45508074760437,0.09331348977144673,0.2284713046621721,0.23359375,0.125,0.07717785238290516,3.575889307260513,3.467256784439087,0.08737019334593853,0.23692225008957363,3.5732822057509757,0.23407407407407407,3.57702157303139,1.59T,0.0,88.44409592313434,0.0,11.35323383084577,2.34M,2.34M,1.2066235417910447,6.27M
48,pfedme,0,femnist--s02,2,1,0.5,0.9,3.0,,0.9234375,0.84375,0.08441839162025062,0.25325576114507087,0.03982038423418999,0.3958415931531245,0.8971473218058776,0.9060267857142856,0.8125,0.07219834930397917,0.3237253987113945,0.06208480894565582,0.25817491615594945,0.92886396011396,0.24017103408009577,0.9066666666666666,0.32174505797801195,1.17T,66.44997172379767,66.45852146567164,740.0,11.35323383084577,1.73M,1.74M,1.1853904535655058,6.27M
49,pfedme,0,femnist--s02,2,1,0.5,0.2,3.0,,0.89921875,0.8125,0.09289650554346757,0.33407187110084735,0.0634649321436882,0.36026249996421267,0.8917592304163044,0.8967633928571429,0.78125,0.06698055977844182,0.3314140234142542,0.08083608746528625,0.24661469778479117,0.9061609686609686,0.31064101870296434,0.8970370370370371,0.32721126464781936,1.17T,67.13859429079602,67.14665161160862,740.0,11.35323383084577,1.73M,1.74M,1.1808678048922057,6.27M
50,pfedme,0,femnist--s02,2,1,0.5,0.1,3.0,,0.8873177083333333,0.78125,0.09955586798179893,0.3764856650513442,0.09236142784357072,0.3760119649690205,0.8804681474421665,0.8847098214285716,0.78125,0.06801180316019247,0.3555261737667024,0.13306744396686554,0.246677377525117,0.8975935828877005,0.3452391780899595,0.8859259259259259,0.35325270138404985,1.41T,80.83019575447761,80.83766592810944,890.0,11.35323383084577,2.09M,2.09M,1.219518733416252,6.27M
51,pfedme,0,femnist--s02,2,1,0.5,0.05,3.0,,0.8450303259408602,0.7419354838709677,0.09707888809046948,0.5201618058374151,0.17807278037071228,0.3298050603400437,0.847835129687651,0.8595982142857143,0.78125,0.07545798463907459,0.44437226592563095,0.18146878480911255,0.269510028293156,0.8556664290805417,0.4828554480864334,0.8614814814814815,0.44145477720984705,1.22T,67.41206046973466,67.41983142288557,770.0,11.35323383084577,1.8M,1.81M,1.196775310696517,6.27M
52,pfedme,0,femnist--s02,2,1,0.005,0.9,3.0,,0.4494252482768976,0.3125,0.11333494420286992,2.8017497405409815,2.5144662857055664,0.22492526352596745,0.4502064982768976,0.4797991071428571,0.34375,0.1130618917689611,2.7764723122119905,2.530599594116211,0.1801507418821666,0.45297384450017913,2.7928584548189237,0.48444444444444446,2.768971164138229,1.59T,0.0,88.62341616094528,0.0,11.35323383084577,2.34M,2.34M,1.1811006211442787,6.27M
53,pfedme,0,femnist--s02,2,1,0.005,0.2,3.0,,0.2082565276856764,0.09375,0.0889065959810419,3.528327912092209,3.3838577270507812,0.1082674514628556,0.2066940276856764,0.21640625,0.125,0.08710499568588187,3.5344910264015197,3.404217481613159,0.10468414682202928,0.21157291293443212,3.5291657614391876,0.21814814814814815,3.535627809100681,1.59T,0.0,91.24509376932004,0.0,11.35323383084577,2.34M,2.34M,1.2371619187396352,6.27M
54,pfedme,0,femnist--s02,2,1,0.005,0.1,3.0,,0.12601275571291734,0.03125,0.06698425308252491,3.719699227809906,3.6283986568450928,0.07270230733879582,0.12288775571291737,0.13560267857142855,0.0625,0.07666159702475862,3.723787897825241,3.643101453781128,0.07191259181376435,0.12925474740236476,3.72036249887042,0.1385185185185185,3.726077838120637,1.59T,0.0,91.05323336525704,0.0,11.35323383084577,2.34M,2.34M,1.176977881757877,6.27M
