,method,finetune,dataset,alpha,n_epochs,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_loss
10,exact,1,cifar--alpha0.1,0.1,6,0.1,0.9,,,0.5853571443730902,0.4130434782608696,0.15235251144196285,1.3683539552546935,0.8077279060659274,0.5447419700444835,0.5698934914182292,0.6402584563915132,0.5238095238095238,0.12286518767961946,1.2620987447332757,0.8153846775642549,0.5131260266073688,0.5647326780148645,1.4589888073710062,0.6097708082026538,1.3121486401771822
11,exact,1,cifar--alpha0.1,0.1,6,0.01,0.9,,,0.426514473222645,0.1724137931034483,0.22234116870440687,1.8558258374417789,0.7153828509392277,0.7699781280303939,0.4187265454813313,0.46820579047670174,0.30303030303030304,0.13382033609537927,1.7108557251923,1.020145207643509,0.5341608250041481,0.4140493886358187,1.9120567278670573,0.4825090470446321,1.638672524180142
12,exact,1,cifar--alpha0.1,0.1,6,0.5,0.9,,,0.5038175841080325,0.3305084745762712,0.1666604400484945,1.5852307614541234,0.8413772475524027,0.5630001001540016,0.5259942686641106,0.540360348508524,0.3942307692307692,0.12006394814292295,1.4936651824886078,1.0567950010299685,0.39193165254699514,0.4983217453847998,1.5929420689333902,0.571773220747889,1.3810634280771772
13,exact,1,cifar--alpha0.1,0.1,6,0.005,0.9,,,0.3432868360559939,0.06962025316455696,0.24425496596433283,2.061435783692259,0.7230552589893341,0.8763020861010847,0.31651758256637613,0.3996184154492262,0.2307692307692308,0.14875444349462483,1.8620401918051848,1.1177897032569435,0.5297403335395163,0.3388875569407816,2.131150265435003,0.41797346200241253,1.7802906277240114
14,exact,1,cifar--alpha0.1,0.1,6,0.05,0.9,,,0.5802603786312721,0.313953488372093,0.1780485990768689,1.4027574941644052,0.7247215763467257,0.6561377418903506,0.5343208077983098,0.5990095403531976,0.380952380952381,0.15117805030686532,1.3787148058580485,0.809896455783593,0.618725849964559,0.5527451450491488,1.5288194212718669,0.5512665862484921,1.5151577156544882
15,exact,1,cifar--alpha0.1,0.1,3,0.1,0.9,,,0.570170254376813,0.38372093023255816,0.16884266162034775,1.408739648991229,0.7148552901215024,0.6167584883477046,0.5393852472363531,0.5885897324019134,0.3787878787878788,0.17414074177356784,1.3902248317075698,0.8626969016966273,0.6444116070255222,0.5475905058738911,1.5135958000559389,0.5572979493365501,1.4751507948423468
16,exact,1,cifar--alpha0.1,0.1,3,0.01,0.9,,,0.42074318317035103,0.15384615384615383,0.2146821217595173,1.7445556179266295,0.9167454838752748,0.6969449757997195,0.3974861052668088,0.4652863688929972,0.25210084033613445,0.17450264007206912,1.6549843105619977,0.9627914146373148,0.5150298653982668,0.4162071445696476,1.837998265868088,0.4173703256936068,1.765416749603642
17,exact,1,cifar--alpha0.1,0.1,3,0.5,0.9,,,0.5148445206269834,0.3310502283105023,0.16703639771191778,1.7976451639186546,0.9163619907278764,0.6858412523959905,0.4971877670808632,0.5186633457809037,0.3493975903614458,0.1413634137578378,1.778623359035548,1.02513875411107,0.5628563884729374,0.4964037401102853,1.8698578925057088,0.5579010856453559,1.626348321019381
18,exact,1,cifar--alpha0.1,0.1,3,0.005,0.9,,,0.3353698800832157,0.05263157894736842,0.24321780966545536,2.025937030480681,0.9706448912620544,0.8438882811146203,0.3055405315969787,0.3862430171690895,0.125,0.1878936608273772,1.843996965536944,1.2456512098249637,0.5528645082705359,0.3369695516662671,2.1309373123724,0.33594692400482506,1.97197518523769
19,exact,1,cifar--alpha0.1,0.1,3,0.05,0.9,,,0.5776724625853126,0.3448275862068966,0.18074275739974516,1.344912954399247,0.7129771289278249,0.6097349633345058,0.5370020427427225,0.5898292630246043,0.3484848484848485,0.16308571809560804,1.3535672139775197,0.8687677375681988,0.57935516068955,0.5496283864780628,1.4584358917744404,0.5464414957780458,1.445721004513262
20,exact,0,cifar--alpha0.1,0.1,6,0.1,0.9,,,0.5895101467289532,0.42105263157894735,0.14941962896979774,1.3775497709446636,0.7994902760295545,0.5420896354824852,0.5576368035058661,0.6395193284982061,0.5266106442577031,0.108699818991256,1.2397981421339843,0.7454644441604614,0.4687590681657799,0.5638935507072644,1.48022160032842,0.6182147165259348,1.2932381760845786
21,exact,0,cifar--alpha0.1,0.1,6,0.01,0.9,,,0.5572275807044231,0.36046511627906974,0.15687754851616423,1.346119396911468,0.7853284158003636,0.4816912881432457,0.5107217588847979,0.5939288011041904,0.4215686274509804,0.16590755437482088,1.2558353593170897,0.7494079639213254,0.4390970634050728,0.5324862143370894,1.4254152434157956,0.5524728588661038,1.3292808603535804
22,exact,0,cifar--alpha0.1,0.1,6,0.5,0.9,,,0.5595466266062321,0.3548387096774194,0.14519392456921135,1.463471131679362,0.9321447610855104,0.5513025287172183,0.5401000635782708,0.5887610448588821,0.4230769230769231,0.11663205714106056,1.3404307069849914,0.8194608688354492,0.4540311851872042,0.5348837209302325,1.5536345804886755,0.5874547647768396,1.3431379155978218
23,exact,0,cifar--alpha0.1,0.1,6,0.005,0.9,,,0.5295614245777538,0.29310344827586204,0.17036967308256057,1.304697844393244,0.7972515039719068,0.4407046568419727,0.4857382953362392,0.6003121880020638,0.392156862745098,0.16422637966371476,1.2221604533672186,0.7969823244370913,0.4081630376063984,0.5085111484056581,1.3719761207131738,0.5386007237635706,1.3071748760267103
24,exact,0,cifar--alpha0.1,0.1,6,0.05,0.9,,,0.5901567311926965,0.3963963963963964,0.15437316030253734,1.3099207290947377,0.7369632559307551,0.5249152772107498,0.5642604974901346,0.636603521940588,0.5189873417721519,0.1265084615998809,1.1865963478153407,0.6943170428276062,0.4711178550130739,0.5655718053224646,1.4166351492344544,0.6188178528347407,1.230388442070119
25,exact,0,cifar--alpha0.1,0.1,3,0.1,0.9,,,0.556729962816706,0.3157894736842105,0.1833265017931212,1.4607436851544775,0.7032234191894531,0.6742650141037657,0.5317539971458142,0.5777296363768455,0.3333333333333333,0.19128950151384944,1.4277206993391018,0.7363413095474243,0.6985028838459587,0.527571325821146,1.602146580155061,0.5458383594692401,1.5037729084779328
26,exact,0,cifar--alpha0.1,0.1,3,0.01,0.9,,,0.5405895770986677,0.3170731707317073,0.17878752775075335,1.286610343327667,0.7796286260470365,0.4409513627941415,0.5000058227385263,0.5895718007003278,0.38235294117647056,0.18007583281560907,1.2018657464034497,0.7628870251202824,0.4112614253985791,0.5116279069767442,1.3608920021137585,0.5392038600723763,1.284451752289932
27,exact,0,cifar--alpha0.1,0.1,3,0.5,0.9,,,0.5419704982613824,0.3333333333333333,0.1680674854246338,1.458768586160882,0.8993378858717661,0.5689336747390267,0.5169314163119152,0.5889816639307105,0.4177215189873418,0.1471580434851636,1.367372840464992,0.8113027785686736,0.5139422189493802,0.5242148165907456,1.5490045812605269,0.5687575392038601,1.3891277446246406
28,exact,0,cifar--alpha0.1,0.1,3,0.005,0.9,,,0.4999819848544236,0.27906976744186046,0.1794683768127776,1.336271421814681,0.8829279240520521,0.4204087924274716,0.4658389171816213,0.5793959945085045,0.319672131147541,0.17531096182714073,1.2584112677661623,0.7997970292062471,0.41289522732841166,0.4809398225845121,1.3944963457679551,0.5096501809408926,1.3461253634407957
29,exact,0,cifar--alpha0.1,0.1,3,0.05,0.9,,,0.5896363895456421,0.3947368421052632,0.14688019898972823,1.2324258410070472,0.7056883113506512,0.4569651588720881,0.5566370022264262,0.638839854775301,0.5,0.12365168248632297,1.132323540438576,0.7027039413500313,0.4034820643707115,0.5625749220810358,1.322481284092409,0.612183353437877,1.1781286645873896
30,exact,1,cifar--alpha0.1,0.1,6,0.1,0.7,,,0.5885869305806646,0.3958333333333333,0.15298610048064348,1.3003668368123402,0.7904778864139166,0.5000802956986699,0.5587687695501784,0.6334873728877792,0.5303030303030303,0.12199285523832806,1.2035909446176347,0.7875414608340514,0.48517562930283464,0.565092304003836,1.3862941627076073,0.6073582629674307,1.25799462687678
31,exact,1,cifar--alpha0.1,0.1,6,0.01,0.7,,,0.4256586189434568,0.13636363636363635,0.2053937522314324,1.8202068701026577,0.8131978299658177,0.8069719569316584,0.4216990709968465,0.4873784389423451,0.2261904761904762,0.206108875000654,1.7023738687542564,1.0723147156991455,0.6380387000060725,0.4116518820426756,1.986600628763851,0.4276236429433052,1.866134339995206
32,exact,1,cifar--alpha0.1,0.1,6,0.5,0.7,,,0.5474327453643524,0.3157894736842105,0.173646338326867,1.5037573203937022,0.8029671265528753,0.6305809076126164,0.5184855962545495,0.5855843694398815,0.3380281690140845,0.1961173793985127,1.410581543401887,0.6925679445266724,0.6447013944822115,0.518340925437545,1.6274667000252905,0.5579010856453559,1.4670260067685397
33,exact,1,cifar--alpha0.1,0.1,6,0.005,0.7,,,0.3119037028114418,0.0379746835443038,0.25360801444727016,2.0325814636907773,0.7354622483253479,0.8233926241092057,0.2918932887371906,0.35668999170352456,0.2,0.1628358648208485,1.859384993486946,1.1263811377918018,0.5109578902957356,0.30891872452649244,2.096627139608733,0.3902291917973462,1.7830666461813436
34,exact,1,cifar--alpha0.1,0.1,6,0.05,0.7,,,0.5728621696006806,0.3157894736842105,0.1786536302333543,1.353001971734172,0.7344924367842127,0.6147731522126116,0.529970460477784,0.6055835228326136,0.369047619047619,0.16487206123884038,1.342065983121815,0.7661996091666975,0.5758356018971476,0.5465116279069767,1.4740683162610355,0.5548854041013269,1.4512864772243868
35,exact,0,cifar--alpha0.1,0.1,6,0.1,0.7,,,0.5878355189852096,0.38738738738738737,0.1538746330370844,1.3166787459887943,0.7768896737341153,0.5219043271481117,0.5670172451486237,0.6368222707031241,0.5,0.13521509452864727,1.192552565365004,0.7589032093161031,0.49009846617457786,0.5623351714217214,1.4181199029692118,0.6109770808202654,1.2388829739249805
36,exact,0,cifar--alpha0.1,0.1,6,0.01,0.7,,,0.5384391920575035,0.3170731707317073,0.16813936506928784,1.29162667439825,0.7791112661361694,0.44133493774477506,0.5037946506013048,0.5950367669590442,0.38235294117647056,0.1709881764475288,1.2126747256558603,0.7784651627666072,0.4189813082720054,0.5209781826900024,1.3600009757086715,0.5476477683956574,1.2863112520898352
37,exact,0,cifar--alpha0.1,0.1,6,0.5,0.7,,,0.5502492892785685,0.3793103448275862,0.14518976246638188,1.458810903507143,0.9071416566448828,0.5607637199071451,0.5126536402089923,0.6183984779008759,0.4509803921568627,0.15869511972506803,1.266909833426142,0.7828622295501384,0.4993609468463452,0.5218173099976025,1.551900524037815,0.5983112183353438,1.3095288032955694
38,exact,1,cifar--alpha0.1,0.1,3,0.1,0.7,,,0.5727314447698896,0.3619791666666667,0.1661034743246493,1.3572041772497032,0.6849670863487352,0.5798433917341876,0.536866739796999,0.5910432743773771,0.3787878787878788,0.172084922697653,1.367169894099408,0.8867732952167462,0.60056985067205,0.5478302565332055,1.4550519822090793,0.5506634499396864,1.453985472747874
39,exact,1,cifar--alpha0.1,0.1,3,0.01,0.7,,,0.4367027328298697,0.11363636363636365,0.2358281663191442,1.826998490352548,0.7476245852617117,0.9291737765659102,0.4398471770054943,0.4906770314786222,0.30303030303030304,0.17112002267231885,1.6517720218357028,0.8500558819089618,0.602509537553839,0.4257971709422201,1.9406916573921675,0.45657418576598313,1.742561301326579
40,exact,1,cifar--alpha0.1,0.1,3,0.5,0.7,,,0.5228817440732728,0.2482758620689655,0.1804040277221862,1.509132899753363,0.8713833966038443,0.5952568140270362,0.5132253771160534,0.5458634050690856,0.3137254901960784,0.1770826150826743,1.4407728785469385,0.7315392826424271,0.6389190363461434,0.4977223687365141,1.6043659901830096,0.52291917973462,1.5186971939372211
41,exact,0,cifar--alpha0.1,0.1,6,0.005,0.7,,,0.5074609336479762,0.25862068965517243,0.17442625864763692,1.3224319524060926,0.8854810423770193,0.4069085207677364,0.46907351148009946,0.5851276386192906,0.34615384615384615,0.16901254783301667,1.2367880972995515,0.817475759669354,0.4046909342977206,0.48609446175976984,1.3793660505116343,0.5168878166465621,1.3281687714509998
42,exact,1,cifar--alpha0.1,0.1,3,0.005,0.7,,,0.3209886297072343,0.046296296296296294,0.2445618562534675,2.0215147915503926,0.999770998954773,0.8210729083149111,0.29187256638649106,0.368058461182987,0.11204481792717089,0.19200952836846488,1.852343413777182,1.226148042239641,0.556686660674905,0.32486214337089425,2.109799184880881,0.3232810615199035,1.9769169228068304
43,exact,1,cifar--alpha0.1,0.1,3,0.05,0.7,,,0.5653892122453726,0.3275862068965517,0.1827369819790177,1.3110686920557286,0.73882273612199,0.5796604850034105,0.529918999686168,0.5910431345458289,0.34523809523809523,0.1637173401259783,1.3163471261625097,0.8197889715046077,0.5445752064463891,0.5415967393910334,1.411050419333194,0.5422195416164053,1.4173145931218587
44,exact,0,cifar--alpha0.1,0.1,6,0.05,0.7,,,0.5815267656302119,0.40540540540540543,0.15362435210888195,1.269303581166103,0.724333643913269,0.48681577740639487,0.5586523863787342,0.6288743282135266,0.5,0.1330650078281111,1.158710929925291,0.7459684923441723,0.4211180645448886,0.5567010309278351,1.3624751874458048,0.609167671893848,1.2055498317549111
45,exact,0,cifar--alpha0.1,0.1,3,0.1,0.7,,,0.5590588794120357,0.27586206896551724,0.18126738849621224,1.4006078774911366,0.6817511253886752,0.625139651344737,0.5356620608820882,0.581702351781684,0.33613445378151263,0.1914031900059832,1.359481702107639,0.7550840455977643,0.6575668064050458,0.5304483337329178,1.526501001866083,0.5446320868516284,1.453421432358652
46,exact,0,cifar--alpha0.1,0.1,3,0.01,0.7,,,0.5271529416972829,0.3157894736842105,0.1763526828144738,1.2870183010435725,0.8260846138000488,0.41873906723888615,0.493027814131595,0.5882595155324576,0.3627450980392157,0.17950201345101188,1.2125119645240956,0.7689904992026512,0.40719329263552584,0.5031167585710861,1.3542356189189413,0.5337756332931243,1.2905645576834823
47,exact,0,cifar--alpha0.1,0.1,3,0.5,0.7,,,0.5127656234367117,0.2631578947368421,0.17678171305739848,1.540349642092067,0.8673990632212439,0.6160593004085673,0.5074289429723194,0.5460927845648458,0.28169014084507044,0.19285553919894727,1.4455329609838927,0.8074460029602051,0.610172734458926,0.4923279789019419,1.6387108243292712,0.5193003618817853,1.5203749322848097
48,exact,0,cifar--alpha0.1,0.1,3,0.005,0.7,,,0.4895427186371912,0.26666666666666666,0.17822868212248927,1.3597708036393594,0.9197941290007696,0.39579997446647047,0.4572698337057998,0.5713308684097451,0.3114754098360656,0.17182104285804028,1.2746910740100834,0.8196654801416878,0.3970915477919276,0.4694317909374251,1.4093183038639696,0.503015681544029,1.3636590689959946
49,exact,0,cifar--alpha0.1,0.1,3,0.05,0.7,,,0.586070832467901,0.3963963963963964,0.14728836613822763,1.211600290422353,0.7394648194313049,0.43744668345575893,0.5550795388640217,0.6380942530371924,0.48739495798319327,0.1321331598434053,1.1189223785597282,0.7302349727563183,0.3924766174105257,0.5593382881802925,1.2974016563913282,0.6055488540410132,1.16526136194121
50,exact,0,cifar--alpha0.1,0.1,6,0.1,0.5,,,0.573136848718699,0.38738738738738737,0.1521253050206833,1.2866657320110817,0.7863456970554287,0.4843903109618974,0.546666298275815,0.6216964658585125,0.4929577464788733,0.12867842964767107,1.170094798838887,0.7143099700149736,0.4377702656322068,0.5437544953248622,1.3800206967680624,0.5971049457177322,1.2168058032760862
51,exact,0,cifar--alpha0.1,0.1,6,0.01,0.5,,,0.5168699949837323,0.29310344827586204,0.17521595067641285,1.3019807904931011,0.8550379276275635,0.41244916026650014,0.4837314846681773,0.5894923569659973,0.36885245901639346,0.17921571189996188,1.220889803698988,0.7829890831520683,0.4170904084531086,0.4964037401102853,1.3617667918835032,0.5295536791314838,1.2982197086112204
52,exact,0,cifar--alpha0.1,0.1,6,0.5,0.5,,,0.5341636710700993,0.3157894736842105,0.16670715260131563,1.484775543826342,0.8426110744476318,0.5432028122816542,0.5132314532690254,0.5595153582078666,0.3181818181818182,0.19288238114470135,1.380716984501071,0.7837594628334046,0.5762339084962523,0.4948453608247423,1.570050068384738,0.5349819059107358,1.4439127458881842
53,exact,1,cifar--alpha0.1,0.1,6,0.1,0.5,,,0.5668002088858495,0.3586206896551724,0.1579457961530485,1.2834058211039003,0.7795035505906129,0.49636407836398183,0.5477388193479582,0.6270149729235965,0.4647887323943662,0.13703557656162363,1.188312340093899,0.7097901466645693,0.4536648024246285,0.545192999280748,1.3660054393184111,0.5928829915560917,1.246641735835012
54,exact,1,cifar--alpha0.1,0.1,6,0.01,0.5,,,0.42005800826924633,0.16216216216216217,0.21561439927742296,1.9681374905830755,0.8620729132216106,0.9452486170850236,0.4131308783003439,0.4199467617789313,0.1651376146788991,0.1720748139410637,2.003535437840358,1.1834352478092791,0.6947399749546685,0.4218412850635339,2.0311284832859795,0.4493365500603136,1.8847757614924336
55,exact,1,cifar--alpha0.1,0.1,6,0.5,0.5,,,0.5331814112177641,0.3157894736842105,0.1766372242761266,1.4429979078577866,0.7673769482111527,0.5408359939477118,0.5144453651842804,0.564042333675936,0.30985915492957744,0.18540541742211045,1.386235939673089,0.8174668169412457,0.5874089668558645,0.4937664828578278,1.5573200939425913,0.5283474065138721,1.453641405538066
56,exact,1,cifar--alpha0.1,0.1,6,0.005,0.5,,,0.31527037455994994,0.03333333333333333,0.24527109504808275,2.0174150357238094,1.002551555633545,0.8090348510868144,0.2883467803313538,0.35080168342107354,0.09859154929577464,0.20607881247442092,1.8965631418320008,1.2110904329701473,0.6045447425701017,0.3286981539199233,2.0865598832226055,0.30518697225572977,2.0164967236098965
57,exact,1,cifar--alpha0.1,0.1,6,0.05,0.5,,,0.5719639475979197,0.4,0.1437052579920653,1.4107531317974495,0.6056084096795176,0.5244179602960024,0.5687177715806466,0.5730572325518237,0.43373493975903615,0.12388685075157778,1.41329145352757,0.986172828019834,0.4870521403308013,0.5576600335650923,1.4729330814844326,0.6182147165259348,1.2921528650854408
58,exact,0,cifar--alpha0.1,0.1,6,0.005,0.5,,,0.4645368256808748,0.13793103448275862,0.22169970781638848,1.4777697109640977,0.8670626011761752,0.5901410072851242,0.4321749070343591,0.5155837325199902,0.17857142857142858,0.23109774361460347,1.4050092790955884,0.8039267613337591,0.6168697341610405,0.4271157995684488,1.5798595862990517,0.46682750301568154,1.5006519688340525
59,exact,0,cifar--alpha0.1,0.1,6,0.05,0.5,,,0.5727174996806601,0.3684210526315789,0.15888938897560442,1.236281501188399,0.722553453202975,0.4574120620935893,0.5378726792308288,0.6208473647298958,0.4789915966386555,0.13244620752379324,1.139117093556791,0.7336256119765734,0.406675978056996,0.54974826180772,1.3207065806184004,0.5922798552472859,1.1807260294012338
60,exact,0,cifar--alpha0.1,0.1,3,0.1,0.5,,,0.5518535231020728,0.3225806451612903,0.18214699295364473,1.3559897680035429,0.69633621338642,0.5750323236448317,0.5299456588288084,0.575699363830067,0.3445378151260504,0.19143679466384153,1.333972659789138,0.7988081932067871,0.6140295629446598,0.5242148165907456,1.466478389393323,0.5440289505428226,1.409636349492539
61,exact,1,cifar--alpha0.1,0.1,3,0.1,0.5,,,0.5661914228959685,0.3619791666666667,0.17287498083053607,1.3053075969868888,0.7402009711121068,0.537034369006347,0.5368959947613595,0.5706434361890551,0.34523809523809523,0.17216361356512627,1.3299420678624327,0.8701059779563507,0.5597131159275892,0.5411172380724047,1.3961674592490534,0.5367913148371531,1.4142471981314613
62,exact,0,cifar--alpha0.1,0.1,3,0.01,0.5,,,0.5152816053365855,0.29310344827586204,0.1764635955945573,1.2971176732072651,0.8636012803549054,0.3907137211864294,0.48181197992919234,0.5830018780173614,0.38524590163934425,0.1673779081191473,1.218094892929034,0.7786344283758991,0.39244953798730825,0.49160872692399904,1.355908120083626,0.5307599517490953,1.294833022665201
63,exact,0,cifar--alpha0.1,0.1,3,0.5,0.5,,,0.5167515343399874,0.28846153846153844,0.17744460866231537,1.511306965274656,0.8296538966673391,0.6202657969097383,0.5104362190356222,0.5361106401307021,0.3181818181818182,0.17238546292172455,1.4728119253559309,0.7443228402036302,0.5582523543025801,0.4881323423639415,1.591996398139267,0.503015681544029,1.5503162881146006
64,exact,0,cifar--alpha0.1,0.1,3,0.005,0.5,,,0.4478936615543008,0.1226158038147139,0.225185208625018,1.5263125215210531,0.9055704322911924,0.6136396390178971,0.4198703982141473,0.5005062533955663,0.1904761904761905,0.2441558167402444,1.4411089030997315,0.7486143433130704,0.6443311024352033,0.40889474946056104,1.629838067910506,0.451145958986731,1.5400671615243964
65,exact,1,cifar--alpha0.1,0.1,3,0.01,0.5,,,0.40109606517117974,0.10526315789473684,0.22458603359090673,1.730237262369435,0.9598972251859762,0.6822672367951321,0.3751770080560342,0.44787999735675654,0.1904761904761905,0.18347713028623783,1.5955467663531668,1.0487082380997508,0.4770422577708768,0.39750659314313114,1.8139868648430264,0.3956574185765983,1.6986959686972407
66,exact,1,cifar--alpha0.1,0.1,3,0.5,0.5,,,0.5287240156152222,0.3157894736842105,0.175576712366021,1.4583091477631354,0.8503523371940436,0.5873008561556433,0.5293615841595453,0.5469585578425057,0.30952380952380953,0.18984149151364577,1.4737783518232703,0.772399765253067,0.6376611362569606,0.5017981299448574,1.5451470618097152,0.5168878166465621,1.518908016158962
67,exact,1,cifar--alpha0.1,0.1,3,0.005,0.5,,,0.3085808784282985,0.03333333333333333,0.24374235653872908,2.0362157180643266,1.0225197076797483,0.8056637808007331,0.27751154767789715,0.34988930163650445,0.075,0.20752527593628137,1.8827993591633896,1.2055068898510624,0.5729179151206149,0.3129944857348358,2.1086694311079963,0.3033775633293124,2.005678925496966
68,exact,0,cifar--alpha0.1,0.1,3,0.05,0.5,,,0.5781432870636132,0.3947368421052632,0.15111814371872595,1.201935356252824,0.7390221953392029,0.411567226273073,0.5390196428152375,0.6235882491757735,0.47619047619047616,0.14186343070017318,1.118824366959982,0.7481647735894329,0.3726196015986888,0.5523855190601774,1.2830417500596714,0.5922798552472859,1.170034033038504
69,exact,0,cifar--alpha0.1,0.1,6,0.1,0.3,,,0.5410483293964541,0.3242506811989101,0.17546601420336116,1.3039053364208837,0.755197488900387,0.5031573681624291,0.5236677619900195,0.5803464190894664,0.30952380952380953,0.19484450208200504,1.2816561707293237,0.834959864616394,0.5380040653248842,0.5121074082953728,1.4038066907563218,0.5458383594692401,1.353618520250223
70,exact,0,cifar--alpha0.1,0.1,6,0.01,0.3,,,0.5005785986733189,0.27586206896551724,0.1865675806757932,1.3416952006546048,0.8899704460370339,0.4002139219934937,0.46928080738434375,0.5777802260837991,0.3360655737704918,0.1814374733224317,1.2459086783735622,0.8311353608181602,0.41018544156731707,0.47554543274994,1.3929698124467198,0.5072376357056695,1.3336913678053637
71,exact,1,cifar--alpha0.1,0.1,3,0.05,0.5,,,0.5543098538871896,0.3036529680365297,0.17963448758759973,1.3962884373187083,0.7115098339016155,0.6002167275211969,0.5107913993079841,0.5893528159469718,0.380952380952381,0.18057675386877467,1.2970329155434006,0.7728275609643835,0.5219720500197087,0.5252936945576601,1.51192041834514,0.5271411338962606,1.442206281535013
72,exact,0,cifar--alpha0.1,0.1,6,0.5,0.3,,,0.5098869043989768,0.2689655172413793,0.18341817029546975,1.4338315854937442,0.8829762099803179,0.5225433657034763,0.4831519084180853,0.5420724176440819,0.2857142857142857,0.20658033264577463,1.4130411391471926,0.7322607611088042,0.631509305875841,0.4850155837928554,1.52157800611322,0.5102533172496985,1.4777877154266876
