,method,finetune,dataset,alpha,n_epochs,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_loss,sys_avg/total_model_size,sys_avg/total_upload_bytes,sys_avg/local_convergence_round,sys_avg/global_convergence_time_minutes,sys_avg/fl_end_time_minutes,sys_avg/total_flops,sys_avg/global_convergence_round,sys_avg/total_download_bytes,sys_avg/local_convergence_time_minutes
120,pfedme,1,cifar--alpha5.0,5.0,3,0.1,,0.5,3.0,0.7518229166666666,0.625,0.09197391689435049,0.83410440547547,0.4921562224626541,0.3195602807939462,0.7098958333333333,0.7171875,0.625,0.06272420722396578,0.9350893169641494,0.7436906099319458,0.21704854255207595,0.7551906779661017,0.8187046843880819,0.7171052631578947,0.9307480368175004,2.04M,909.2K,11.0990099009901,126.63105112244224,126.6338028678218,3.85T,380.0,908.4K,4.33710674240924
121,pfedme,0,cifar--alpha5.0,5.0,3,0.5,,0.1,3.0,0.7572591145833334,0.65625,0.08432202972328923,0.799607451981865,0.49403534332911175,0.25058836536518897,0.6944661458333333,0.66796875,0.578125,0.06503381615685497,1.1209219245860975,0.8361450036366781,0.24344171706770665,0.7549788135593221,0.8073530327213012,0.6669407894736842,1.1235388811481626,2.04M,765.92K,11.0990099009901,84.99755291501647,85.00028551155116,3.22T,320.0,765.12K,3.2274281881188123
122,pfedme,1,cifar--alpha5.0,5.0,3,0.1,,0.2,3.0,0.7565104166666667,0.625,0.0845101236051248,0.8319459865801037,0.4698984995484352,0.3315815291814339,0.7115234375,0.7139322916666667,0.65625,0.05852875446087435,0.9630839717884856,0.7135823965072632,0.21650204315240748,0.7590042372881356,0.8161016966831887,0.7138157894736842,0.9602622923098112,2.04M,1.38M,11.0990099009901,195.25841645313537,195.26102366221124,5.97T,590.0,1.38M,4.153296437953796
123,pfedme,1,cifar--alpha5.0,5.0,3,0.01,,0.05,3.0,0.4886067708333333,0.390625,0.07501217778557681,1.4354621935635803,1.2533619403839111,0.14154560161290786,0.4865234375,0.48828125,0.375,0.0893024150427371,1.4476455425222714,1.1887667179107666,0.18204874610430155,0.48771186440677966,1.43408457465091,0.49300986842105265,1.4397143219646655,2.04M,2.33M,11.0990099009901,0.0,309.1364675349835,10.1T,0.0,2.33M,4.035017471947195
124,pfedme,0,cifar--alpha5.0,5.0,3,0.5,,0.05,3.0,0.68984375,0.609375,0.06306386272065802,1.3611254381015896,0.9395190477371216,0.37828004437244633,0.7537760416666667,0.69296875,0.6171875,0.057468359161259336,1.2782421320676804,0.9447721540927888,0.28899323307118824,0.6902542372881356,1.357384371353408,0.6936677631578947,1.2853509603362334,2.04M,2.33M,11.0990099009901,0.0,312.2178969358085,10.04T,0.0,2.33M,4.142271239603961
125,pfedme,0,cifar--alpha5.0,5.0,3,0.005,,0.5,3.0,0.547265625,0.4583333333333333,0.06828070870463046,1.2853315815329551,1.098314642906189,0.1474306870491755,0.559765625,0.5678385416666667,0.4765625,0.06713234068948924,1.2343410566449164,1.1113504469394684,0.12557076371404582,0.5468220338983051,1.285916800216093,0.5703125,1.2299948491548236,2.04M,1.68M,11.0990099009901,235.3123859090759,235.3148565877888,7.24T,720.0,1.68M,4.147500349669967
126,pfedme,0,cifar--alpha5.0,5.0,3,0.005,,0.2,3.0,0.499609375,0.40625,0.08826655712908414,1.4013691361993552,1.2048045992851255,0.16889758336584224,0.51162109375,0.518359375,0.4296875,0.0715718385691738,1.3782323762774469,1.2300672233104706,0.13209937171803598,0.5007415254237289,1.4011249724081007,0.5197368421052632,1.3732329967774843,2.04M,2.33M,11.0990099009901,0.0,310.23240594224427,10.04T,0.0,2.33M,4.027313961386139
127,pfedme,1,cifar--alpha5.0,5.0,3,0.1,,0.1,3.0,0.7349609375,0.625,0.08794893416881254,0.8621813842250656,0.5223635733127594,0.30820211963421706,0.7078776041666667,0.714453125,0.640625,0.06884204598152117,0.9399204485118388,0.7310707569122314,0.2284701062955523,0.7379237288135593,0.8481736602924638,0.7150493421052632,0.9358582214305275,2.04M,1.8M,11.0990099009901,213.16459707128712,213.1675198490099,7.79T,770.0,1.8M,3.370004345379538
128,pfedme,1,cifar--alpha5.0,5.0,3,0.1,,0.05,3.0,0.71083984375,0.6171875,0.07786789698869875,0.9111375153685608,0.6113422513008118,0.274329539657137,0.68955078125,0.692578125,0.640625,0.05100760848193998,0.9726001786688964,0.7645999938249588,0.1926729135415868,0.7130296610169492,0.900030994516308,0.6932565789473685,0.971087855728049,2.04M,2.01M,11.0990099009901,243.33807048151817,243.34148529257425,8.69T,860.0,2.01M,3.432346168811882
129,pfedme,1,cifar--alpha5.0,5.0,3,0.01,,0.5,3.0,0.6409505208333334,0.53125,0.07862942084367258,1.0642098694729307,0.8096078336238861,0.20610518981762288,0.632421875,0.6638020833333333,0.609375,0.06099478699691155,0.9788599488635856,0.8389777541160583,0.1481825791368857,0.6415254237288136,1.0628666834305909,0.6644736842105263,0.9769728575882158,2.04M,1.8M,11.0990099009901,211.26898397673267,211.2721999590759,7.79T,770.0,1.8M,3.2335042331683157
130,pfedme,1,cifar--alpha5.0,5.0,3,0.01,,0.2,3.0,0.6026692708333334,0.53125,0.06554120885612717,1.134818492208918,0.9499256908893584,0.14921540068331454,0.5977864583333334,0.6234375,0.546875,0.07748172667635898,1.1243135636051496,0.9166913628578186,0.194074992139022,0.6025423728813559,1.1348615262467985,0.6282894736842105,1.1158781898649115,2.04M,2.33M,11.0990099009901,272.7632586640264,272.76716099884493,10.1T,1000.0,2.33M,3.3843143498349835
131,pfedme,1,cifar--alpha5.0,5.0,3,0.01,,0.1,3.0,0.5273111979166667,0.421875,0.07849196989181306,1.3614062615980704,1.125233173370361,0.1736605478575131,0.5193033854166667,0.5265625,0.4765625,0.0638238695796878,1.336789462467035,1.2287483215332031,0.10099717314818782,0.5273305084745763,1.3625968227952214,0.5287828947368421,1.332654091872667,2.04M,1.66M,11.0990099009901,204.12942489174924,204.13265767590764,7.18T,710.0,1.66M,3.323766672607262
132,pfedme,1,cifar--alpha5.0,5.0,3,0.5,,0.5,3.0,0.1041015625,0.046875,0.05472310194071107,2.302517512192329,2.295334577560425,0.006336462050696747,0.0986328125,0.1046875,0.0625,0.03990072859436418,2.303358754515648,2.2952598333358765,0.005603770050951395,0.10444915254237289,2.302348460181285,0.10485197368421052,2.303085010302694,2.04M,216.66K,11.0990099009901,25.09660547227723,25.10083555280528,941.97G,90.0,215.86K,3.3010491382838283
133,pfedme,0,cifar--alpha5.0,5.0,3,0.005,,0.1,3.0,0.4521484375,0.34375,0.08133423180422616,1.563777668774128,1.4014448821544647,0.147073144793568,0.45166015625,0.452734375,0.375,0.07503559539426521,1.5687422469258308,1.4429700672626495,0.1237804174430242,0.4533898305084746,1.5627223887686,0.45476973684210525,1.564597581562243,2.04M,2.33M,11.0990099009901,0.0,270.8639756120462,10.04T,0.0,2.33M,3.210609822112211
134,pfedme,0,cifar--alpha5.0,5.0,3,0.005,,0.05,3.0,0.40546875,0.3125,0.07013432285398855,1.7598957192152738,1.638156235218048,0.1048460529763756,0.4030598958333334,0.38984375,0.3125,0.08611132987483412,1.7797926500439645,1.6203750967979431,0.09879924288396208,0.40646186440677967,1.7578336420705762,0.39350328947368424,1.7766299890844446,2.04M,2.33M,11.0990099009901,0.0,277.6002368603961,10.04T,0.0,2.33M,3.3309953709570963
135,pfedme,0,cifar--alpha5.0,5.0,3,0.05,,0.5,3.0,0.7486002604166666,0.65625,0.06171647508938133,0.7861317990347743,0.5595981478691101,0.19952404045276104,0.7139973958333332,0.7083333333333333,0.6484375,0.05670868157497776,0.9087217815220356,0.6673741191625595,0.19557364780034153,0.7476694915254237,0.7894142190278587,0.709703947368421,0.9098593482845708,2.04M,1.03M,11.0990099009901,150.31455525990097,150.31850856155117,4.43T,440.0,1.03M,3.9842548669966993
136,pfedme,1,cifar--alpha5.0,5.0,3,0.5,,0.2,3.0,0.73408203125,0.6015625,0.09424060877954708,0.8925983350258321,0.5409109368920326,0.33364596380549405,0.6692708333333333,0.6729166666666667,0.625,0.06281064293827475,1.0692295211056868,0.7905779480934143,0.21968715346803624,0.7386652542372881,0.8754286327857083,0.6722861842105263,1.069466548530679,2.04M,622.63K,11.0990099009901,72.84352269719471,72.84700836600659,2.64T,260.0,621.83K,3.256700892079208
137,pfedme,1,cifar--alpha5.0,5.0,3,0.5,,0.1,3.0,0.7281575520833334,0.6171875,0.08752430774984342,0.8981790399489302,0.5757688730955124,0.2986557269821643,0.6796875,0.6696614583333333,0.59375,0.060477671024034306,1.0806374922394753,0.8052774667739868,0.24717986323394256,0.730614406779661,0.885909037822384,0.6694078947368421,1.0751297293524993,2.04M,694.27K,11.0990099009901,78.14099502821782,78.14386980924091,2.94T,290.0,693.48K,3.1265871331683166
138,pfedme,1,cifar--alpha5.0,5.0,3,0.5,,0.05,3.0,0.73779296875,0.6145833333333334,0.09016924145419196,0.8494019823148846,0.5211862027645111,0.3093430904762992,0.6946940104166666,0.683203125,0.578125,0.07763420052912812,0.9810308903455734,0.7763193845748901,0.2311581936048673,0.7404661016949152,0.8377303389421964,0.686266447368421,0.974101816353045,2.04M,1.03M,11.0990099009901,123.18813348663367,123.19127396864688,4.45T,440.0,1.03M,3.2616956047854777
139,pfedme,0,cifar--alpha5.0,5.0,3,0.05,,0.2,3.0,0.7357096354166666,0.640625,0.06785715034631419,0.8269394923001527,0.570380374789238,0.2116734335280272,0.7090494791666667,0.7010416666666667,0.6171875,0.05811202438800615,0.926127036785086,0.6785629093647003,0.2036094595169021,0.7365466101694915,0.8257238200155356,0.7023026315789473,0.9282456020775596,2.04M,1.66M,11.0990099009901,241.2376595328383,241.2413801676567,7.14T,710.0,1.66M,3.428086550165016
140,pfedme,0,cifar--alpha5.0,5.0,3,0.05,,0.1,3.0,0.6990559895833333,0.625,0.06974579171657432,0.9274095483745136,0.6347444852193197,0.2025168423353855,0.6708333333333334,0.6795572916666667,0.609375,0.05722341460103924,0.9818153124302624,0.7975172996520996,0.20391445705834116,0.6991525423728814,0.9289627929865304,0.6800986842105263,0.984466174323308,2.04M,1.59M,11.0990099009901,230.17959532112215,230.18371108151817,6.84T,680.0,1.59M,3.3689199344884484
141,pfedme,0,cifar--alpha5.0,5.0,3,0.05,,0.05,3.0,0.64365234375,0.53125,0.07813958604072721,1.0702576306648552,0.7262510657310486,0.24859032545040735,0.6578450520833334,0.675,0.6015625,0.06217689922209856,0.981581749767065,0.8302016109228134,0.1500031295105885,0.6452330508474576,1.0661883692620164,0.6772203947368421,0.9799452612274572,2.04M,2.33M,11.0990099009901,0.0,275.9384151653465,10.04T,0.0,2.33M,3.0541124886138618
142,pfedme,0,cifar--alpha5.0,5.0,1,0.1,,0.5,3.0,0.74970703125,0.671875,0.06764945575839476,0.7533695708649855,0.5061353296041489,0.20484097862378664,0.7181640625,0.6985677083333334,0.640625,0.053584328364837834,0.9161779572566348,0.6412370651960373,0.1791944027943298,0.7480932203389831,0.7561881353289394,0.6986019736842105,0.9163026080319756,2.04M,2.29M,11.0990099009901,93.3408553669967,93.34406098135312,3.53T,980.0,2.29M,1.186630837128713
143,pfedme,0,cifar--alpha5.0,5.0,1,0.1,,0.2,3.0,0.68896484375,0.609375,0.07150304257574243,0.8941468985130389,0.6883085668087006,0.19061749765612088,0.67529296875,0.67734375,0.625,0.058838608747490605,0.9862413053711256,0.7203565686941147,0.18362745911281725,0.6886652542372881,0.8960896772853398,0.6772203947368421,0.9869309271636764,2.04M,2.29M,11.0990099009901,98.34937151534656,98.3526055278878,3.53T,980.0,2.29M,1.111212715181518
144,pfedme,1,cifar--alpha5.0,5.0,3,0.005,,0.5,3.0,0.5715494791666667,0.484375,0.06758674855663571,1.2036653848985832,1.022865265607834,0.13801674263843444,0.56650390625,0.5869791666666667,0.515625,0.07622872255496028,1.2013736382126807,0.9485058188438416,0.18797237224661084,0.5724576271186441,1.2030838673397646,0.5908717105263158,1.1929156325365369,2.04M,2.33M,11.0990099009901,334.0929391877888,334.09550714537954,10.1T,1000.0,2.33M,3.2180203879537954
145,pfedme,0,cifar--alpha5.0,5.0,1,0.1,,0.1,3.0,0.62607421875,0.53125,0.07886121616742461,1.104939715284854,0.8136414289474487,0.22193481129391457,0.6311848958333334,0.631640625,0.5625,0.06353032578951469,1.052291987836361,0.8996708542108536,0.152362008051473,0.6262711864406779,1.1035056666802552,0.6332236842105263,1.0484678619786312,2.04M,2.33M,11.0990099009901,0.0,118.45080939191422,3.6T,0.0,2.33M,1.1533520531353136
146,pfedme,1,cifar--alpha5.0,5.0,3,0.005,,0.2,3.0,0.5,0.390625,0.07711587854623932,1.4004500293483335,1.2336769104003906,0.13132844441970273,0.5010416666666666,0.4971354166666667,0.421875,0.085810749329678,1.4095658948024117,1.162773370742798,0.173299652361811,0.49978813559322033,1.3991487050460556,0.5016447368421053,1.4019391207318557,2.04M,2.33M,11.0990099009901,0.0,330.0743791886139,10.1T,0.0,2.33M,3.231114985973597
147,pfedme,1,cifar--alpha5.0,5.0,3,0.005,,0.1,3.0,0.4473958333333333,0.34375,0.07320256451374425,1.5711142328878245,1.429547369480133,0.11906476437594346,0.4462565104166666,0.4299479166666667,0.3541666666666667,0.074106274422981,1.5927780876557032,1.420705795288086,0.14544911365733806,0.44692796610169494,1.5694669408313298,0.4329769736842105,1.5867233825357336,2.04M,2.33M,11.0990099009901,0.0,334.3896682511552,10.1T,0.0,2.33M,3.3363861721122112
148,pfedme,0,cifar--alpha5.0,5.0,1,0.1,,0.05,3.0,0.56455078125,0.4609375,0.08393206719536059,1.2399550886824726,0.9978824704885484,0.1968129534983889,0.5778645833333333,0.57265625,0.4765625,0.08085465716912972,1.1931656658649443,1.043308585882187,0.13295456153857166,0.5644067796610169,1.2399186384879937,0.5756578947368421,1.1893715921201204,2.04M,2.33M,11.0990099009901,0.0,92.8182931140264,3.6T,0.0,2.33M,1.1503573889438945
149,pfedme,0,cifar--alpha5.0,5.0,1,0.01,,0.5,3.0,0.5184895833333334,0.421875,0.0759736335928596,1.3462402949730556,1.184769868850708,0.131339794494638,0.52216796875,0.5127604166666666,0.4375,0.06272691014290747,1.3406536613901454,1.2179540395736694,0.12605652406177534,0.519385593220339,1.3459739773960435,0.514391447368421,1.335850571331225,2.04M,2.17M,11.0990099009901,104.0334646848185,104.0349534222772,3.35T,930.0,2.17M,1.4100361882838286
150,pfedme,0,cifar--alpha5.0,5.0,1,0.01,,0.2,3.0,0.46123046875,0.3515625,0.08347358980361483,1.535029924288392,1.372983694076538,0.1465611510364606,0.46279296875,0.463671875,0.40625,0.07054107811177736,1.5373130291700363,1.4035414159297943,0.11970865370018356,0.4625,1.533541265988754,0.4650493421052632,1.533262224573838,2.04M,2.33M,11.0990099009901,0.0,109.82122462722774,3.6T,0.0,2.33M,1.307248612541254
151,pfedme,0,cifar--alpha5.0,5.0,1,0.01,,0.1,3.0,0.41591796875,0.3125,0.07664858591028212,1.727722558379173,1.5938321650028229,0.11186094780805662,0.4058919270833334,0.40625,0.3125,0.08450510801868726,1.7476431474089622,1.5962201058864594,0.10129568026811556,0.4163135593220339,1.7255858069759304,0.4083059210526316,1.744457168014426,2.04M,2.33M,11.0990099009901,0.0,90.150712099835,3.6T,0.0,2.33M,1.159714237458746
152,pfedme,0,cifar--alpha5.0,5.0,1,0.01,,0.05,3.0,0.3515625,0.25,0.06999712256920816,1.9496674079447984,1.8713387250900269,0.07612918437397664,0.3531575520833333,0.328125,0.2265625,0.0963506474582553,1.9673394158482551,1.8773261308670044,0.06885299129204307,0.35317796610169494,1.9477204888553945,0.33223684210526316,1.9655087950982544,2.04M,2.33M,11.0990099009901,0.0,88.24029855016501,3.6T,0.0,2.33M,1.2015733363036305
153,pfedme,0,cifar--alpha5.0,5.0,1,0.5,,0.5,3.0,0.10364583333333333,0.046875,0.05370584729667866,2.3031476649145284,2.295704126358032,0.006207549444690173,0.0986328125,0.10260416666666668,0.046875,0.046471060476446585,2.302372334400813,2.296319842338562,0.0052104517628739876,0.10391949152542374,2.303079159785125,0.10320723684210528,2.302459377991526,2.04M,288.3K,11.0990099009901,12.819605827392738,12.821797571782175,445.94G,120.0,287.5K,1.2696431014851484
154,pfedme,0,cifar--alpha5.0,5.0,1,0.5,,0.2,3.0,0.10364583333333333,0.046875,0.05370584729667866,2.3024583799143636,2.2973470091819763,0.004555993969696262,0.0986328125,0.10260416666666668,0.046875,0.046471060476446585,2.303313347697258,2.297654151916504,0.004528315136370217,0.10391949152542374,2.3023830438064317,0.10320723684210528,2.303332059006942,2.04M,288.3K,11.0990099009901,13.111313278877889,13.114432189768976,445.94G,120.0,287.5K,1.3785399016501654
155,pfedme,1,cifar--alpha5.0,5.0,3,0.005,,0.05,3.0,0.4032552083333334,0.3125,0.06990999278306942,1.7647836454212666,1.654695749282837,0.08807621529757992,0.4055338541666666,0.3690104166666667,0.28125,0.07591089997650571,1.788861416776975,1.6585090160369873,0.10571664841033024,0.40264830508474575,1.763044102313155,0.3717105263157895,1.784518743816175,2.04M,2.33M,11.0990099009901,0.0,270.77598517970296,10.1T,0.0,2.33M,2.982029600825083
156,pfedme,0,cifar--alpha5.0,5.0,1,0.5,,0.1,3.0,0.10364583333333333,0.046875,0.05370584729667866,2.3024922954539457,2.297392904758454,0.004295130295488492,0.0986328125,0.10260416666666668,0.046875,0.046471060476446585,2.3030109256505966,2.297386884689331,0.004196016404219975,0.10391949152542374,2.302420806884766,0.10320723684210528,2.303004271105716,2.04M,288.3K,11.0990099009901,12.915172213036303,12.91671673679868,445.94G,120.0,287.5K,1.2557530519801978
157,pfedme,1,cifar--alpha5.0,5.0,3,0.05,,0.5,3.0,0.7551106770833333,0.625,0.0779669013915892,0.8124664264420668,0.4928468018770218,0.2834566292374974,0.7299153645833334,0.723828125,0.6484375,0.06386569426771212,0.8898493982851505,0.7025157809257507,0.20116913046725388,0.7579449152542372,0.7987580936338942,0.7261513157894737,0.8873087034413689,2.04M,1.45M,11.0990099009901,155.00873344339936,155.01216898366337,6.27T,620.0,1.45M,2.959648883828383
158,pfedme,1,cifar--alpha5.0,5.0,3,0.05,,0.2,3.0,0.7307291666666667,0.625,0.07290457489026704,0.8785869745382419,0.5369047522544861,0.2619479180678834,0.7060221354166666,0.71640625,0.65625,0.06846977692064214,0.8583847646911937,0.640541210770607,0.2172303646921882,0.7333686440677966,0.8665497239868519,0.719983552631579,0.8544583916664124,2.04M,1.59M,11.0990099009901,182.296023409571,182.3000401646865,6.88T,680.0,1.59M,3.2346326975247517
159,pfedme,0,cifar--alpha5.0,5.0,1,0.5,,0.05,3.0,0.09908854166666668,0.046875,0.043651651921717605,2.3025117948651315,2.297525962193807,0.004136841384760126,0.101953125,0.10716145833333332,0.078125,0.03572813219773099,2.3029835402965544,2.297293543815613,0.004076198636108791,0.09883474576271188,2.302436199834791,0.10608552631578948,2.30295771674106,2.04M,288.3K,11.0990099009901,12.686281590759076,12.687984714521452,445.94G,120.0,287.5K,1.2677222366336631
160,pfedme,1,cifar--alpha5.0,5.0,3,0.05,,0.1,3.0,0.7306640625,0.6458333333333334,0.05981762188672828,0.8249500531703233,0.6263206402460734,0.1645898523945682,0.6932942708333333,0.7028645833333333,0.625,0.05718444037807982,0.9149803794920444,0.7303130775690079,0.1899476018778475,0.7300847457627119,0.8250670540130745,0.7060032894736842,0.9088185531528372,2.04M,2.33M,11.0990099009901,0.0,262.24597356006603,10.1T,0.0,2.33M,3.073940969471948
161,pfedme,1,cifar--alpha5.0,5.0,3,0.05,,0.05,3.0,0.6355143229166667,0.53125,0.07310875432326516,1.0958158221406242,0.778611421585083,0.23850303595593125,0.6311848958333333,0.6645833333333333,0.59375,0.04966795125575892,1.0367525396247703,0.8575577884912491,0.1315182114457299,0.636864406779661,1.0932197297023514,0.6657072368421053,1.0344608559420234,2.04M,1.66M,11.0990099009901,180.0758369019802,180.0790154744225,7.18T,710.0,1.66M,3.108963343234324
162,pfedme,0,cifar--alpha5.0,5.0,1,0.005,,0.5,3.0,0.4294921875,0.328125,0.07994916254288467,1.6520030360668898,1.5109511613845823,0.125533296828655,0.4259440104166667,0.4234375,0.359375,0.06840288793702354,1.6667761906981469,1.52891343832016,0.10677455365467307,0.4314618644067797,1.6501948534432105,0.4251644736842105,1.663663802962554,2.04M,2.33M,11.0990099009901,0.0,104.96071575825084,3.6T,0.0,2.33M,1.3249443762376238
163,pfedme,1,cifar--alpha5.0,5.0,1,0.1,,0.5,3.0,0.7428385416666666,0.6328125,0.0794948268142926,0.8063023616559803,0.4952963516116142,0.2700168458180146,0.7152994791666666,0.7125,0.640625,0.06320887064427745,0.8840237607558568,0.6968121975660324,0.19692690667299304,0.7451271186440678,0.7944041353161052,0.7125822368421053,0.8793231727261293,2.04M,2.29M,11.0990099009901,113.4177256488449,113.42173910990095,3.59T,980.0,2.29M,1.445067435973597
164,pfedme,1,cifar--alpha5.0,5.0,1,0.1,,0.2,3.0,0.719140625,0.6354166666666666,0.05886093595841848,0.8243503731365006,0.6505860785643259,0.14902796246483418,0.6709635416666667,0.6828125,0.625,0.04979068600847395,0.929010972380638,0.7585015296936035,0.14958912935006638,0.7189618644067797,0.826859194848497,0.6817434210526315,0.9298050544763866,2.04M,2.33M,11.0990099009901,0.0,114.71416213217822,3.66T,0.0,2.33M,1.330798602970297
165,pfedme,1,cifar--alpha5.0,5.0,1,0.1,,0.1,3.0,0.6524739583333334,0.578125,0.06567445536475043,1.0007350189611317,0.7938797473907471,0.15805988545704358,0.6280924479166666,0.6432291666666667,0.5833333333333334,0.052278280989283145,1.039922506113847,0.9008558690547944,0.1253092413823947,0.6524364406779661,1.002900426266557,0.6439144736842105,1.0390811970359402,2.04M,2.33M,11.0990099009901,0.0,114.9637021438944,3.66T,0.0,2.33M,1.4458692567656763
166,pfedme,0,cifar--alpha5.0,5.0,1,0.005,,0.2,3.0,0.37890625,0.2890625,0.07542198991341982,1.9005800507962705,1.8067805469036105,0.08259845692469582,0.37119140625,0.3609375,0.28125,0.08578110769569254,1.9218835592269896,1.8147647082805631,0.07256198688252732,0.37997881355932206,1.8987042843285251,0.36430921052631576,1.9201460010127016,2.04M,2.33M,11.0990099009901,0.0,92.19110347145214,3.6T,0.0,2.33M,1.151541037458746
167,pfedme,0,cifar--alpha5.0,5.0,1,0.005,,0.1,3.0,0.31181640625,0.2109375,0.06646589405576243,2.080815626308322,2.015442371368408,0.053067899169931126,0.3131510416666667,0.29609375,0.2109375,0.09269918903872625,2.0945919707417486,2.03402978181839,0.044959544675284485,0.31334745762711863,2.0793900202896634,0.2981085526315789,2.093679677498968,2.04M,2.33M,11.0990099009901,0.0,88.74189128514851,3.6T,0.0,2.33M,1.0942583414191418
168,pfedme,0,cifar--alpha5.0,5.0,1,0.005,,0.05,3.0,0.21533203125,0.125,0.07210014573504445,2.2099648624658585,2.1604841351509094,0.0408012349701984,0.2216471354166667,0.20703125,0.125,0.06932905995819863,2.2166361570358277,2.1808228492736816,0.0320068475603923,0.2163135593220339,2.2088834107932396,0.2080592105263158,2.216102932628832,2.04M,2.33M,11.0990099009901,0.0,88.14204574900991,3.6T,0.0,2.33M,1.0607251429042903
169,pfedme,1,cifar--alpha5.0,5.0,1,0.1,,0.05,3.0,0.5798177083333333,0.5,0.06718939253633004,1.1977823708206414,1.0069182217121124,0.16272405500702963,0.5694661458333333,0.56640625,0.515625,0.052520947995048715,1.210880604883035,1.1139883697032928,0.10955895866382198,0.5802966101694915,1.1988926396531574,0.5686677631578947,1.2104761412269192,2.04M,2.33M,11.0990099009901,0.0,90.24828908531352,3.66T,0.0,2.33M,1.156872228547855
170,pfedme,1,cifar--alpha5.0,5.0,1,0.01,,0.5,3.0,0.5304036458333334,0.4270833333333333,0.07060819262697621,1.3219004205117624,1.1426977515220642,0.1461481397280609,0.526171875,0.5307291666666666,0.453125,0.0548212649776526,1.3080778390169143,1.208926498889923,0.09779285508899128,0.5319915254237289,1.3205514447163726,0.530016447368421,1.3059155439075671,2.04M,2.33M,11.0990099009901,0.0,95.85128261056106,3.66T,0.0,2.33M,1.2034301985148514
171,pfedme,1,cifar--alpha5.0,5.0,1,0.01,,0.2,3.0,0.4637369791666666,0.375,0.06881331793645164,1.528410719335079,1.377951463063558,0.12538229440001633,0.4591796875,0.4625,0.40625,0.04245989733789337,1.5405115683873494,1.442008376121521,0.0903110531853098,0.4646186440677966,1.526612217951629,0.4621710526315789,1.539138409652208,2.04M,2.33M,11.0990099009901,0.0,93.94313236765676,3.66T,0.0,2.33M,1.1478786889438943
172,pfedme,1,cifar--alpha5.0,5.0,1,0.01,,0.1,3.0,0.4164713541666666,0.34375,0.06453103850306678,1.724314027031263,1.6087782382965088,0.0927798474229655,0.4190755208333334,0.4078125,0.3541666666666667,0.056937827782932576,1.7452429483334222,1.6481379866600037,0.08327152067324599,0.4173728813559322,1.7225136368961658,0.40789473684210525,1.7435018780984377,2.04M,2.33M,11.0990099009901,0.0,86.80377342887786,3.66T,0.0,2.33M,1.1485153133663366
173,pfedme,0,cifar--alpha5.0,5.0,1,0.05,,0.5,3.0,0.67734375,0.578125,0.0764907189018707,0.9762142668478192,0.6891700178384781,0.22258379515822052,0.6850911458333334,0.695703125,0.6484375,0.0489436134232228,0.9012928131967785,0.7560783624649048,0.15151780282849103,0.6787076271186441,0.972363298727294,0.6977796052631579,0.8996716992635476,2.04M,2.33M,11.0990099009901,0.0,103.02136107937294,3.6T,0.0,2.33M,1.2643282597359735
174,pfedme,1,cifar--alpha5.0,5.0,1,0.01,,0.05,3.0,0.3533854166666667,0.28125,0.06117353237608611,1.9476363281408944,1.8771787881851196,0.0568150095960363,0.3541015625,0.35130208333333335,0.265625,0.06727576163298793,1.9658798386653265,1.883252799510956,0.059776172284841354,0.3543432203389831,1.94656810800908,0.3519736842105263,1.964271799514168,2.04M,2.33M,11.0990099009901,0.0,94.76895326287132,3.66T,0.0,2.33M,1.1160266069306928
175,pfedme,1,cifar--alpha5.0,5.0,1,0.5,,0.5,3.0,0.10130208333333332,0.046875,0.05265409913592646,2.302637918293476,2.297430634498596,0.004419445861276911,0.0986328125,0.1078125,0.03125,0.05457826391853363,2.303174835443497,2.295572876930237,0.00556228654267006,0.10148305084745762,2.3025288775815804,0.10814144736842106,2.3029167244308875,2.04M,216.66K,11.0990099009901,9.155995573927392,9.158026393729374,340.61G,90.0,215.86K,1.2773606389438945
176,pfedme,0,cifar--alpha5.0,5.0,1,0.05,,0.2,3.0,0.61552734375,0.515625,0.07797538163414919,1.1032518054358662,0.854804277420044,0.2240662889321355,0.62607421875,0.64921875,0.5625,0.05882247026275333,1.024966077506542,0.8739546239376068,0.13910378932892173,0.6173728813559322,1.1012662312742008,0.6513157894736842,1.0213318608309094,2.04M,2.33M,11.0990099009901,0.0,102.85801253333337,3.6T,0.0,2.33M,1.360616824917492
177,pfedme,1,cifar--alpha5.0,5.0,1,0.5,,0.2,3.0,0.10149739583333332,0.046875,0.05288602647773542,2.302585824827353,2.2976402044296265,0.003942411244356946,0.0986328125,0.1078125,0.03125,0.05457826391853363,2.3032462517420447,2.297511577606201,0.004707082218908675,0.1016949152542373,2.3024777388168594,0.10814144736842106,2.3030291199684143,2.04M,216.66K,11.0990099009901,8.674271885973598,8.675895295049504,340.61G,90.0,215.86K,1.1706596833333331
