,method,finetune,dataset,alpha,n_epochs,lr,beta,regular_weight,K,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_loss,sys_avg/total_model_size,sys_avg/total_upload_bytes,sys_avg/local_convergence_round,sys_avg/global_convergence_time_minutes,sys_avg/fl_end_time_minutes,sys_avg/total_flops,sys_avg/global_convergence_round,sys_avg/total_download_bytes,sys_avg/local_convergence_time_minutes
306,fedbn,1,cifar--alpha5.0,5.0,1,0.05,,,,0.6707289120917033,0.5980392156862745,0.053033514415001315,1.00683535147614,0.8183768776665746,0.1489715282773054,0.6732530210019894,0.6630985032416478,0.6145833333333334,0.05192833128735286,0.9888492856288944,0.7835923555385635,0.2076344974504396,0.6713656387665198,1.0054043850234942,0.6642335766423357,0.9877078959831648,2.04M,1.16M,11.0990099009901,26.428833141089108,26.43148303069308,864.57G,600.0,1.16M,0.5454595599009902
307,fedbn,1,cifar--alpha5.0,5.0,1,0.005,,,,0.6707289120917033,0.5980392156862745,0.053033514415001315,1.00683535147614,0.8183768776665746,0.1489715282773054,0.6732530210019894,0.6630985032416478,0.6145833333333334,0.05192833128735286,0.9888492856288944,0.7835923555385635,0.2076344974504396,0.6713656387665198,1.0054043850234942,0.6642335766423357,0.9877078959831648,2.04M,1.16M,11.0990099009901,24.27483048085808,24.2767810909241,864.57G,600.0,1.16M,0.47920166716171625
308,fedbn,1,cifar--alpha5.0,5.0,1,0.5,,,,0.6707289120917033,0.5980392156862745,0.053033514415001315,1.00683535147614,0.8183768776665746,0.1489715282773054,0.6732530210019894,0.6630985032416478,0.6145833333333334,0.05192833128735286,0.9888492856288944,0.7835923555385635,0.2076344974504396,0.6713656387665198,1.0054043850234942,0.6642335766423357,0.9877078959831648,2.04M,1.16M,11.0990099009901,25.300972142409243,25.303446763036305,864.57G,600.0,1.16M,0.5148658706270627
309,fedbn,1,cifar--alpha5.0,5.0,1,0.01,,,,0.6707289120917033,0.5980392156862745,0.053033514415001315,1.00683535147614,0.8183768776665746,0.1489715282773054,0.6732530210019894,0.6630985032416478,0.6145833333333334,0.05192833128735286,0.9888492856288944,0.7835923555385635,0.2076344974504396,0.6713656387665198,1.0054043850234942,0.6642335766423357,0.9877078959831648,2.04M,1.16M,11.0990099009901,27.559635005115503,27.561396495049507,864.57G,600.0,1.16M,0.5742761173267327
310,fedavg,0,cifar--alpha5.0,5.0,3,0.01,,,,0.6908552594362869,0.6153846153846154,0.05233929627535848,0.9669214373080032,0.7568337789603642,0.1587476113997593,0.6918840813596654,0.6871408238140421,0.64,0.040816366255319377,0.9741570258084666,0.8319360843623977,0.1348226186470744,0.6904971680302077,0.9672471694181726,0.6875912408759124,0.9749291564136237,2.04M,455.78K,11.0990099009901,16.827075329537955,16.82929556006601,667.65G,190.0,454.98K,1.1454251688118813
311,fedavg,0,cifar--alpha5.0,5.0,3,0.1,,,,0.7250179953652571,0.66,0.045477408132315905,1.0663457899681164,0.7958075039595076,0.23377409412270808,0.7176949224077618,0.7071284683946997,0.6448598130841121,0.04670769144326308,1.109406444750005,0.9615814411640168,0.15750629332197705,0.7249842668344871,1.0650733077008327,0.7085158150851582,1.1063575704312385,2.04M,288.5K,11.0990099009901,12.545748392244226,12.549669772772278,422.98G,120.0,287.7K,1.3713685775577555
312,fedavg,0,cifar--alpha5.0,5.0,1,0.1,,,,0.7339099976881922,0.6633663366336634,0.05112937414138738,0.8833557243527931,0.6353575782133982,0.1853482138866684,0.738390280728712,0.740337295735133,0.67,0.05421133133172593,0.8617050647452956,0.70165268832987,0.16557755016565362,0.7332913782252989,0.8821797105374108,0.7411192214111922,0.8583107307589547,2.04M,527.47K,11.0990099009901,8.542410036468645,8.547791926237624,305.7G,220.0,526.67K,0.5951401947194721
313,fedavg,0,cifar--alpha5.0,5.0,3,0.05,,,,0.7303452655569262,0.6666666666666666,0.05130916116744896,0.9905237831143466,0.7313795387744904,0.22028272981791688,0.7363759956639118,0.7347562209639088,0.7019230769230769,0.034955732850080225,0.965422531173456,0.7895576628771696,0.16139476202958208,0.730270610446822,0.98759087203768,0.7357664233576642,0.9615632848437976,2.04M,336.29K,11.0990099009901,11.291901236303628,11.293936330693068,492.87G,140.0,335.49K,1.0634512425742575
314,fedavg,0,cifar--alpha5.0,5.0,3,0.5,,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3075721516176353,2.280811996459961,0.01908450448057625,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.3088376707293112,2.2956094551086426,0.01565381821224036,0.09905601006922592,2.307614548841012,0.10364963503649637,2.3091773605114643,2.04M,169.01K,11.0990099009901,7.826805450825082,7.830469594719471,247.97G,70.0,168.21K,1.367186200660066
315,fedavg,0,cifar--alpha5.0,5.0,3,0.005,,,,0.6892006671182127,0.6285714285714286,0.04893885343039073,0.949800637446336,0.7579885992136869,0.15234995561590833,0.692123160718044,0.6873027258045867,0.65,0.04206349813778744,0.9650665863211444,0.8095016558215303,0.13576155128870074,0.6887350534927628,0.9493204969121524,0.6880778588807785,0.9648952259344488,2.04M,862.03K,11.0990099009901,32.57563265610561,32.57764604224422,1.23T,360.0,861.23K,1.15287190990099
316,fedavg,0,cifar--alpha5.0,5.0,1,0.01,,,,0.7181982700710542,0.6571428571428571,0.05042943951395616,0.8460395109632083,0.6629071521759033,0.13287323426776246,0.7208326151264485,0.7081553062722262,0.651685393258427,0.051173522854421165,0.8387599848056434,0.6694635467095809,0.1138263564336406,0.7181875393329138,0.8458134217847718,0.7090024330900243,0.8380515307985663,2.04M,1.47M,11.0990099009901,21.992133279042903,21.99441837920792,873.52G,630.0,1.47M,0.5014424899339933
317,fedavg,0,cifar--alpha5.0,5.0,1,0.5,,,,0.09878875609529514,0.0,0.06707524108309598,2.30413748817167,2.292154321865159,0.010276233014754138,0.09507727265466652,0.10473578392988436,0.0,0.07753794392585099,2.3041887955859446,2.2883602325047288,0.011665362336562108,0.09842668344870988,2.30416191865094,0.10608272506082723,2.303937897484958,2.04M,264.6K,11.0990099009901,4.343297730693069,4.34645901980198,153.59G,110.0,263.8K,0.5305501600660066
318,fedavg,0,cifar--alpha5.0,5.0,1,0.05,,,,0.7448586843466309,0.686046511627907,0.044244337458955056,0.8387094301581172,0.6444299062904046,0.16668024184640362,0.7456620558933739,0.7409495247108314,0.6966292134831461,0.034484794236262245,0.8233825550671977,0.6757882031527432,0.1272117249082312,0.7446192573945878,0.8376176139973971,0.7416058394160584,0.8214357969389635,2.04M,694.75K,11.0990099009901,12.937109484488449,12.94006940693069,402.55G,290.0,693.95K,0.5466140858085808
319,fedavg,0,cifar--alpha5.0,5.0,1,0.005,,,,0.7040960222424808,0.6483516483516484,0.05146726642387041,0.8748775618851798,0.7120466323999258,0.1304535298368455,0.7038766551549595,0.7057617777646722,0.6506024096385542,0.05307064553938068,0.8626659417939259,0.6772908746639145,0.12292197425124111,0.7039647577092512,0.8749395406038938,0.7075425790754258,0.8600383719678633,2.04M,2.33M,11.0990099009901,40.858407045379536,40.86037094752474,1.35T,1000.0,2.33M,0.6333581181518151
320,fedavg,1,cifar--alpha5.0,5.0,3,0.01,,,,0.6489753036741999,0.5604395604395604,0.06172995725549297,1.1223012668371437,0.8941748936971029,0.2143479722902468,0.6590975044299803,0.6641330259071389,0.6346153846153846,0.036198009212102256,1.0865667962706185,0.9387891994458492,0.1333597696750084,0.6489616110761485,1.1195690185518536,0.6652068126520682,1.088143150040703,2.04M,479.67K,11.0990099009901,16.287230384653466,16.288993553960395,713.51G,200.0,478.88K,1.0763861057755777
321,fedavg,1,cifar--alpha5.0,5.0,3,0.1,,,,0.722656714229758,0.6568627450980392,0.047232431604008134,1.067519426296761,0.7890970579628805,0.2284037734941924,0.7255222497909013,0.7126858369181049,0.6458333333333334,0.04660898870342219,1.1011275763825052,0.901824992353266,0.17486029759421856,0.7223410950283197,1.0653656988984057,0.7143552311435523,1.0976704779187547,2.04M,288.5K,11.0990099009901,11.713332447029702,11.71710578531353,429.69G,120.0,287.7K,1.1083359359735971
322,fedavg,1,cifar--alpha5.0,5.0,3,0.005,,,,0.5824069237475428,0.4957983193277311,0.07358711785314193,1.3030630410072743,0.9617102904227174,0.28469134549296254,0.5860339946095576,0.5876887792962439,0.5192307692307693,0.06667241798471504,1.2518065914558705,1.051558035724568,0.21286663666102973,0.5831340465701699,1.299952262054597,0.591727493917275,1.2428116557226854,2.04M,503.57K,11.0990099009901,21.919904286633667,21.923261270297026,749.2G,210.0,502.77K,1.3054778485148515
323,fedavg,1,cifar--alpha5.0,5.0,3,0.05,,,,0.7292601775612424,0.6666666666666666,0.04643512876564722,0.9850570920430514,0.7151914663142986,0.20698764926970867,0.7308740056388101,0.730561576726527,0.68,0.038623417062985395,1.000028242836399,0.7695535508069125,0.16354696687765727,0.7293895531780994,0.9820688015203444,0.7309002433090024,0.9960106970329934,2.04M,312.39K,11.0990099009901,12.521582105445544,12.524252808745873,465.27G,130.0,311.59K,1.0744660881188115
324,fedavg,1,cifar--alpha5.0,5.0,1,0.1,,,,0.727541741780551,0.6666666666666666,0.052542786527135975,0.8697960916672496,0.6704807800631369,0.16198291280831936,0.7334303203618708,0.7335471776219062,0.68,0.0424725112416604,0.8600120504285067,0.6655030601492552,0.14846605567870116,0.726746381371932,0.8683355280586745,0.7343065693430657,0.8578034859214095,2.04M,503.57K,11.0990099009901,8.747957406435644,8.750682971782178,303.38G,210.0,502.77K,0.5150889240924093
325,fedavg,1,cifar--alpha5.0,5.0,3,0.5,,,,0.09969211463992296,0.050505050505050504,0.047328943773416246,2.3068864382320142,2.2809841103023953,0.01801439879770353,0.09744574838289476,0.10404644068076878,0.04807692307692308,0.0456929058383161,2.307726217916725,2.295216075111838,0.015404199823373791,0.09905601006922592,2.306935343073178,0.10364963503649637,2.308069678698723,2.04M,169.01K,11.0990099009901,5.990568583663364,5.993898432013201,251.87G,70.0,168.21K,1.0544469929042903
326,fedavg,1,cifar--alpha5.0,5.0,1,0.5,,,,0.09878875609529514,0.0,0.06707524108309598,2.303911344814124,2.2941840190698604,0.009047593574107232,0.09507727265466652,0.10473578392988436,0.0,0.07753794392585099,2.3039726624599166,2.288669578364638,0.009988032401480431,0.09842668344870988,2.30391366690341,0.10608272506082723,2.3037990239414854,2.04M,264.6K,11.0990099009901,7.082119477227723,7.085547803795379,159.57G,110.0,263.8K,0.6460032645214523
327,fedavg,1,cifar--alpha5.0,5.0,1,0.005,,,,0.515102516017665,0.37623762376237624,0.10581686307678508,1.4671678967721378,1.0501413119805825,0.40999738472312247,0.516936094370913,0.5274170498089639,0.4519230769230769,0.07421870868456032,1.3870823590530998,1.1253860950469972,0.2863575706977094,0.5178099433606042,1.45516190474479,0.5294403892944038,1.3854967760633667,2.04M,646.95K,11.0990099009901,11.308794262541252,11.310846960066009,389.64G,270.0,646.16K,0.593245652970297
328,fedavg,1,cifar--alpha5.0,5.0,1,0.01,,,,0.6821501323827839,0.6274509803921569,0.05223961940561262,0.9593348627600274,0.7661674352792593,0.15624325561148394,0.6814343992255423,0.6910916830386319,0.6530612244897959,0.04772028551313333,0.9098677155956402,0.7488636362786386,0.12144613343850089,0.6815607300188798,0.9589649274792872,0.6924574209245742,0.9098100649179334,2.04M,1.38M,11.0990099009901,22.312840737788772,22.31519496006601,850.08G,590.0,1.38M,0.4998584628712872
329,fedavg,1,cifar--alpha5.0,5.0,1,0.05,,,,0.7394898984079885,0.6813186813186813,0.0438704510972733,0.8352765350383748,0.6475519210368663,0.1590228256160338,0.7446769943049987,0.7341236664618755,0.6770833333333334,0.04563478736263244,0.8036918549711881,0.6899634693183151,0.1168712399320188,0.739332913782253,0.8343511975277157,0.7347931873479319,0.8021762869363863,2.04M,670.85K,11.0990099009901,13.652783391419142,13.65640133151815,403.96G,280.0,670.05K,0.5469879445544554
330,ditto,0,cifar--alpha5.0,5.0,3,0.1,,0.5,,0.7268665309110164,0.6593406593406593,0.04938534703976437,1.0829091171716296,0.7732283689279472,0.23522321826763237,0.7260712291040733,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7271239773442416,1.0793352611822442,0.09927007299270071,2.304305727928514,4.07M,431.88K,11.0990099009901,42.7993710429043,42.80177942310231,1.56T,180.0,431.08K,2.965531934983498
331,ditto,0,cifar--alpha5.0,5.0,3,0.1,,0.2,,0.7268283209272235,0.6571428571428571,0.04995748998635611,1.1308236636604267,0.8044806117505099,0.25180176306310637,0.7247306435031508,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7269981120201384,1.1268920879541549,0.09927007299270071,2.304305727928514,4.07M,479.67K,11.0990099009901,49.17099768052805,49.173294128877885,1.73T,200.0,478.88K,2.908162780363036
332,ditto,0,cifar--alpha5.0,5.0,3,0.1,,0.1,,0.7255486392766505,0.6571428571428571,0.04979356472979488,1.1931579445588087,0.8372999990687651,0.26276988926971245,0.722571895153822,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7257394587791064,1.1890227809894731,0.09927007299270071,2.304305727928514,4.07M,575.26K,11.0990099009901,58.30518822887788,58.30729683547854,2.07T,240.0,574.46K,2.9665052521452147
333,ditto,0,cifar--alpha5.0,5.0,3,0.1,,0.05,,0.3917046885435739,0.29545454545454547,0.07156509091069369,2.129535744720667,1.6488129150035769,0.5106553690576918,0.3913814402762229,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.3925739458779106,2.1226534899270257,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.85090598547855,14.853975366171614,537.59G,60.0,144.31K,2.977419742574257
334,ditto,0,cifar--alpha5.0,5.0,3,0.01,,0.5,,0.6610438953169984,0.57,0.06128677657168472,1.1824655130248731,0.9034164085680124,0.2470236242533509,0.6655021954573275,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.6607929515418502,1.1817850042001476,0.09927007299270071,2.304305727928514,4.07M,1.08M,11.0990099009901,115.37307721897692,115.37624476518154,3.96T,460.0,1.07M,2.9801032412541253
335,ditto,0,cifar--alpha5.0,5.0,3,0.01,,0.2,,0.6676544362631475,0.5963302752293578,0.058558112976401226,1.2521823389309232,0.925430269802318,0.2733516017336209,0.6719513011637002,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.6675896790434236,1.2504378475301674,0.09927007299270071,2.304305727928514,4.07M,1.38M,11.0990099009901,143.64488455676565,143.647362160231,5.08T,590.0,1.38M,2.9363741955445537
336,ditto,0,cifar--alpha5.0,5.0,3,0.01,,0.1,,0.38725140799298075,0.28846153846153844,0.06723854872402635,2.109545281732622,1.6590710592269895,0.49411162675953085,0.3762709200895576,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.3881686595342983,2.1022694317676724,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.277456012376238,14.279572932343234,537.59G,60.0,144.31K,2.794924388448845
337,ditto,0,cifar--alpha5.0,5.0,3,0.01,,0.05,,0.3803912402637671,0.30392156862745096,0.05820121127573466,2.188624160534427,1.6981967163609937,0.5412365703140439,0.37556961521300297,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.38074260541220895,2.1803991048806037,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.909777164851484,14.912486107755775,537.59G,60.0,144.31K,2.8510776372937294
338,ditto,0,cifar--alpha5.0,5.0,3,0.5,,0.5,,0.34675869548877125,0.25,0.07316269242867765,1.8905975727263784,1.6167084807934968,0.28037845990174615,0.34250855376203015,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.347136563876652,1.8856961424130176,0.09927007299270071,2.304305727928514,4.07M,360.19K,11.0990099009901,34.724362505610564,34.72773443663366,1.3T,150.0,359.39K,2.7096080646864684
339,ditto,0,cifar--alpha5.0,5.0,3,0.5,,0.2,,0.37632769035018027,0.3137254901960784,0.061321616227232846,1.9022775464880952,1.5502181418088017,0.35156847616426856,0.37188143675615104,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.37583385777218375,1.8977775802940149,0.09927007299270071,2.304305727928514,4.07M,694.75K,11.0990099009901,72.79404194950496,72.79700698283828,2.5T,290.0,693.95K,2.849131130033003
340,ditto,0,cifar--alpha5.0,5.0,3,0.5,,0.1,,0.383248231280216,0.2839506172839506,0.06951823048690489,1.967525980219571,1.5598387965210925,0.4143801212387449,0.3828991941903314,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.383763373190686,1.9615810928553288,0.09927007299270071,2.304305727928514,4.07M,623.06K,11.0990099009901,58.1968969821782,58.19890167277227,2.24T,260.0,622.26K,2.7111983191419147
341,ditto,0,cifar--alpha5.0,5.0,3,0.5,,0.05,,0.3825909627864644,0.3,0.06188125110757119,2.0941334728879983,1.6465193760859502,0.47854299244281384,0.377995571684026,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.3831340465701699,2.0867365009909236,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.95520161617162,14.958375797524754,537.59G,60.0,144.31K,2.879706269141914
342,ditto,0,cifar--alpha5.0,5.0,3,0.005,,0.5,,0.5129554446372244,0.4074074074074074,0.08620925964206033,1.5829131649002115,1.1953432694920954,0.4612850657143841,0.5088401688530435,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.5126494650723725,1.5813782985121143,0.09927007299270071,2.304305727928514,4.07M,384.08K,11.0990099009901,37.152167857425745,37.15414300610561,1.39T,160.0,383.29K,2.730996825907591
343,ditto,0,cifar--alpha5.0,5.0,3,0.005,,0.2,,0.611159549586386,0.52,0.07125808045724469,1.3715177100519358,0.9898287916183472,0.4020040803757845,0.6121568572292114,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.6122089364380113,1.3641872411892122,0.09927007299270071,2.304305727928514,4.07M,1.38M,11.0990099009901,144.16767674471947,144.16907181501654,5.08T,590.0,1.38M,2.8620424001650164
344,ditto,0,cifar--alpha5.0,5.0,3,0.005,,0.1,,0.3814094961886495,0.29591836734693877,0.0682099931237626,2.1208966278716783,1.6725630903244018,0.5029152661153353,0.3695207409639576,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.38225298930144747,2.113317273121592,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,15.50887235,15.512361058250823,537.59G,60.0,144.31K,2.995922167491749
345,ditto,0,cifar--alpha5.0,5.0,3,0.005,,0.05,,0.3821410375861617,0.3069306930693069,0.05796811446836482,2.1902347481343916,1.690051284465161,0.5444341021218114,0.37545429338104375,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.38237885462555066,2.181863898976165,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.638423615016505,14.640627556435646,537.59G,60.0,144.31K,2.8505800318481853
346,ditto,0,cifar--alpha5.0,5.0,3,0.05,,0.5,,0.7290081025764072,0.6666666666666666,0.04745971230321629,1.0437913102022471,0.7879125721314374,0.22167067932689913,0.7326688708275403,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7293895531780994,1.0403198550695285,0.09927007299270071,2.304305727928514,4.07M,503.57K,11.0990099009901,50.84888611435644,50.85150661782178,1.81T,210.0,502.77K,2.8924046618811876
347,ditto,0,cifar--alpha5.0,5.0,3,0.05,,0.2,,0.7306081608645123,0.6699029126213593,0.04835059933118645,1.1257420296993883,0.8443040543911504,0.24308466909134824,0.7304991075879086,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7311516677155444,1.1222223456823348,0.09927007299270071,2.304305727928514,4.07M,646.95K,11.0990099009901,62.767450650165024,62.769675882838285,2.33T,270.0,646.16K,2.7640577239273925
348,ditto,0,cifar--alpha5.0,5.0,3,0.05,,0.1,,0.7301975620323257,0.6630434782608695,0.04967872783086698,1.1739309419979955,0.8598453484329522,0.257279506749199,0.7289232241527257,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7308999370673379,1.1697994384572203,0.09927007299270071,2.304305727928514,4.07M,742.54K,11.0990099009901,71.04611752541254,71.04972004306931,2.67T,310.0,741.75K,2.733234032013201
349,ditto,0,cifar--alpha5.0,5.0,3,0.05,,0.05,,0.3831722497216289,0.30392156862745096,0.06614342459597683,2.1663313438596057,1.6747876750098334,0.5207898790428841,0.3837276766616831,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.3838892385147892,2.1589007426974645,0.09927007299270071,2.304305727928514,4.07M,145.11K,11.0990099009901,14.394768052145215,14.398367927062704,537.59G,60.0,144.31K,2.7257230783828383
350,ditto,0,cifar--alpha5.0,5.0,1,0.1,,0.5,,0.720873981378584,0.6601941747572816,0.04749995137319027,0.8776368661992832,0.6980224296731768,0.15602141055805197,0.7204653957270072,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7212083071113908,0.8764749953022744,0.09927007299270071,2.304305727928514,4.07M,1.1M,11.0990099009901,61.66283422343234,61.66641085874587,2.1T,470.0,1.1M,1.5968924867986798
351,ditto,0,cifar--alpha5.0,5.0,1,0.1,,0.2,,0.7173241591758979,0.6593406593406593,0.04513568031794881,0.8794625634248631,0.6967779663892892,0.1453288488799478,0.7162683399553542,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7179358086847074,0.8769888014367344,0.09927007299270071,2.304305727928514,4.07M,909.82K,11.0990099009901,49.79031153234323,49.79393576485148,1.7T,380.0,909.03K,1.5804316348184817
352,ditto,0,cifar--alpha5.0,5.0,1,0.1,,0.1,,0.713802172164005,0.6521739130434783,0.042783516046035,0.8939886674083823,0.7263763761752612,0.14810806391811351,0.7168757754934593,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7146633102580239,0.8924238754901742,0.09927007299270071,2.304305727928514,4.07M,885.93K,11.0990099009901,47.44616202656767,47.44951949735973,1.65T,370.0,885.13K,1.6272831902640263
353,ditto,0,cifar--alpha5.0,5.0,1,0.1,,0.05,,0.7149321002158807,0.6568627450980392,0.04677946237820741,0.8800012593627573,0.7077781237088717,0.1414130923956441,0.7084910666892096,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7149150409062304,0.878626873981925,0.09927007299270071,2.304305727928514,4.07M,814.24K,11.0990099009901,41.38041645033004,41.3836342830033,1.52T,340.0,813.44K,1.4990175669966996
354,ditto,0,cifar--alpha5.0,5.0,1,0.01,,0.5,,0.720873981378584,0.6601941747572816,0.04749995137319027,0.8776368661992832,0.6980224296731768,0.15602141055805197,0.7204653957270072,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7212083071113908,0.8764749953022744,0.09927007299270071,2.304305727928514,4.07M,1.1M,11.0990099009901,59.07078609537953,59.07438824719473,2.1T,470.0,1.1M,1.5924330894389438
355,ditto,0,cifar--alpha5.0,5.0,1,0.01,,0.2,,0.7173241591758979,0.6593406593406593,0.04513568031794881,0.8794625634248631,0.6967779663892892,0.1453288488799478,0.7162683399553542,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7179358086847074,0.8769888014367344,0.09927007299270071,2.304305727928514,4.07M,909.82K,11.0990099009901,47.62162282871287,47.62613289785479,1.7T,380.0,909.03K,1.635728054950495
356,ditto,0,cifar--alpha5.0,5.0,1,0.01,,0.1,,0.713802172164005,0.6521739130434783,0.042783516046035,0.8939886674083823,0.7263763761752612,0.14810806391811351,0.7168757754934593,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7146633102580239,0.8924238754901742,0.09927007299270071,2.304305727928514,4.07M,885.93K,11.0990099009901,47.28330215907591,47.287239030858075,1.65T,370.0,885.13K,1.5733907326732672
357,ditto,0,cifar--alpha5.0,5.0,1,0.01,,0.05,,0.7149321002158807,0.6568627450980392,0.04677946237820741,0.8800012593627573,0.7077781237088717,0.1414130923956441,0.7084910666892096,0.09804301749926576,0.0603448275862069,0.041090158855625954,2.3043196933127232,2.291858191923662,0.008876636054141547,0.7149150409062304,0.878626873981925,0.09927007299270071,2.304305727928514,4.07M,814.24K,11.0990099009901,44.52676263960395,44.52982482013202,1.52T,340.0,813.44K,1.6030359739273927
358,ditto,1,cifar--alpha5.0,5.0,3,0.1,,0.5,,0.6829112114322811,0.6025641025641025,0.057292070129261526,1.0946922036660638,0.8646998596191406,0.2444358901471,0.6870809678760674,0.26338668381557995,0.2,0.0687262273196391,2.121346507011153,1.888132398373613,0.24249608226141953,0.6828193832599119,1.0913655408766516,0.26423357664233577,2.1237115314117023,4.07M,1.05M,11.0990099009901,108.02366386765677,108.02772153498348,3.9T,450.0,1.05M,2.8285565389438947
359,ditto,1,cifar--alpha5.0,5.0,3,0.1,,0.2,,0.690957582831606,0.6176470588235294,0.0571736845588303,1.1640747168543055,0.8886043846079733,0.26950512404555216,0.6939740875966228,0.3003796870462762,0.24096385542168677,0.06322864756007168,2.0876195178262016,1.8084649122678316,0.31044405980642836,0.690748898678414,1.160857471519386,0.30024330900243307,2.0906389502133185,4.07M,1.4M,11.0990099009901,145.8903843940594,145.89374947524752,5.2T,600.0,1.4M,3.065624594884489
360,ditto,1,cifar--alpha5.0,5.0,3,0.1,,0.1,,0.6824673647497154,0.6086956521739131,0.05894953724054142,1.223756920700279,0.9301889902360888,0.28872455872274366,0.6862521678606975,0.30234539022003426,0.24096385542168677,0.06251647568508675,2.094941487111186,1.8098503076113188,0.322825031176737,0.6825676526117055,1.2197386817557678,0.3021897810218978,2.0979021915264084,4.07M,1.4M,11.0990099009901,152.4989350470297,152.50555441881184,5.2T,600.0,1.4M,3.108309068811881
361,ditto,1,cifar--alpha5.0,5.0,3,0.1,,0.05,,0.4012995454205349,0.3125,0.0698377053617012,2.2524917684617383,1.7151801044290715,0.584064959065172,0.3978146519719312,0.14249068534915535,0.09803921568627452,0.03830086645552042,2.283518745956922,2.2507974529266357,0.026233625893836363,0.402391441157961,2.2444777022161015,0.14209245742092458,2.283959697226828,4.07M,145.11K,11.0990099009901,15.85682071336634,15.85965632541254,541.14G,60.0,144.31K,3.0982377099009906
