,method,finetune,dataset,n_epochs,lr,regular_weight,K,beta,Results/test_acc,Results/test_acc_bottom_decile,Results/test_acc_std,Results/test_f1,Results/test_f1_bottom_decile,Results/test_f1_std,Results/test_loss,Results/test_loss_bottom_decile,Results/test_loss_std,Results/val_acc,Results_unseen/test_acc,Results_unseen/test_acc_bottom_decile,Results_unseen/test_acc_std,Results_unseen/test_f1,Results_unseen/test_f1_bottom_decile,Results_unseen/test_f1_std,Results_unseen/test_loss,Results_unseen/test_loss_bottom_decile,Results_unseen/test_loss_std,Results_weighted/test_acc,Results_weighted/test_f1,Results_weighted/test_loss,Results_weighted_unseen/test_acc,Results_weighted_unseen/test_f1,Results_weighted_unseen/test_loss,sys_avg/total_flops,sys_avg/local_convergence_round,sys_avg/total_model_size,sys_avg/total_upload_bytes,sys_avg/local_convergence_time_minutes,sys_avg/global_convergence_time_minutes,sys_avg/global_convergence_round,sys_avg/total_download_bytes,sys_avg/fl_end_time_minutes
14,pfedme,1,pubmed2,3,0.005,0.1,3.0,,0.3158092315222016,0.12004950495049505,0.22870471316192972,0.10602199628599662,0.07070497027778405,0.04077048606153854,1.6132493019104004,1.3546053171157837,0.1940610000247566,0.31988474969299924,0.15340447029251583,0.08755760368663594,0.06584686660587988,0.07647759579036191,0.047723704866562,0.028753890923799912,1.770651876926422,1.6725376844406128,0.09811419248580933,0.3294912559618442,0.10845608263553937,1.6024430225024353,0.13925822253324002,0.07030023783822295,1.7917302933666903,63.94M,2.5,33.45K,3.4M,0.059910572222222215,3.654139752777778,305,3.39M,3.654222127777777
15,pfedme,1,pubmed2,3,0.005,0.05,3.0,,0.24750382219997233,0.07054455445544554,0.20766757031352773,0.08835318098615798,0.05032035130660139,0.04327973541745573,1.6519758701324463,1.3704986572265625,0.213005099094608,0.24334271868472435,0.09219054190591192,0.05069124423963134,0.04149929766628059,0.05510590650864229,0.03404255319148936,0.021063353317152925,1.80642431974411,1.703221321105957,0.10320299863815308,0.2599364069952305,0.09093030897793244,1.640243706339304,0.08327501749475158,0.05058074942791034,1.8285959926495776,21.08M,2.5,33.45K,1.12M,0.06370748333333333,1.2437474666666668,100,1.12M,1.2438386611111112
16,pfedme,1,pubmed2,3,0.05,0.8,3.0,,0.8488438480031716,0.823019801980198,0.028863568841413258,0.625142363778887,0.6151816916455851,0.010541022490893804,0.45480425159136456,0.414033442735672,0.054641129475527246,0.8497557682995153,0.7788613979316066,0.7397504456327986,0.039110952298808066,0.6370900147506806,0.6035447004596296,0.033545314291050954,0.6908901631832123,0.5217776298522949,0.16911253333091736,0.8505564387917329,0.6249965822954789,0.4532945949838916,0.7872638208537439,0.6298832887273408,0.6545587791855975,67.08M,2.5,33.45K,3.57M,0.06708865833333334,3.801438022222223,320,3.56M,3.8014963083333337
17,pfedme,1,pubmed2,3,0.05,0.5,3.0,,0.8375042252030847,0.8106435643564357,0.032046278670234046,0.6138331985350218,0.6045069952740504,0.00728397066656509,0.4712538023789723,0.4374225735664368,0.03780490508712453,0.8441334284314062,0.7624602626974544,0.7219251336898396,0.0405351290076148,0.6239547476048755,0.5917782780218227,0.032176469583052814,0.6487185955047607,0.5102740526199341,0.13844454288482666,0.8394276629570747,0.6139097877927423,0.47062647471793695,0.7711686494051785,0.6170420980863331,0.6189757860816384,66.03M,2.5,33.45K,3.51M,0.060925833333333325,3.887456177777777,315,3.51M,3.887537619444444
18,pfedme,1,pubmed2,3,0.05,0.1,3.0,,0.8352312536722728,0.7967377666248432,0.04908202035045177,0.6118242394580206,0.5876401210464307,0.017114695615008932,0.5652352968851725,0.5287619233131409,0.031057833061542004,0.8350111080296846,0.7120729523480946,0.7040998217468806,0.007973130601214073,0.5851985407653653,0.5316077048103192,0.053590835955046046,0.7133970558643341,0.6892148852348328,0.024182170629501343,0.8382352941176471,0.6123903687277897,0.5637550761239138,0.7137858642407278,0.5736853240836304,0.7082018659530277,104.53M,2.5,33.45K,5.56M,0.05767225555555555,0.0,0,5.56M,5.738455652777778
19,pfedme,1,pubmed2,3,0.05,0.05,3.0,,0.8091126673064627,0.7660891089108911,0.04860974756346638,0.5932354930824433,0.5777788400622783,0.011255151673721358,0.732526163260142,0.6881694197654724,0.041307760542591714,0.8176740064540736,0.6332965737614693,0.5910138248847926,0.04228274887667677,0.5379261386362473,0.4800815296634284,0.05784460897281887,0.9023016691207886,0.8652346134185791,0.03706705570220947,0.8120031796502385,0.5934846885196489,0.7307572582520437,0.6242127361791463,0.525499060291492,0.9102649903948112,104.53M,2.5,33.45K,5.56M,0.057771441666666666,0.0,0,5.56M,6.028826022222222
20,pfedme,1,pubmed2,1,0.1,0.8,3.0,,0.8280017984093432,0.8081683168316832,0.024678229692989676,0.6077535010047429,0.600210752874502,0.01006116614775513,0.4888976812362671,0.43628841638565063,0.04332198173323628,0.8432922804352025,0.7660797456812638,0.732620320855615,0.03345942482564873,0.6293348939169331,0.5915359393589391,0.03779895455799398,0.6396519243717194,0.5254197120666504,0.11423221230506896,0.8294912559618441,0.6075131305549081,0.4890913740155806,0.7732680195941217,0.6212143347501702,0.6151107842893847,37.1M,2.5,33.45K,4.51M,0.041371425,2.465659825,405,4.51M,2.4657146888888892
21,pfedme,1,pubmed2,1,0.1,0.5,3.0,,0.8355229581977545,0.8080301129234629,0.03791205853720056,0.610122482734443,0.5972011614809206,0.010957235792826337,0.5062123040358225,0.4644483625888825,0.03591212586750888,0.8343154094498444,0.751363595291489,0.7308377896613191,0.02052580563016998,0.6119759481192841,0.5616479468810476,0.05032800123823655,0.6409498751163483,0.5572052001953125,0.08374467492103577,0.8378378378378378,0.6101402131220043,0.5062252073082333,0.7557732680195941,0.6011637043263249,0.6229585418757898,38.47M,2.5,33.45K,4.68M,0.040944458333333336,2.525249836111111,420,4.67M,2.525308188888889
22,pfedme,1,pubmed2,1,0.1,0.1,3.0,,0.7981000044177614,0.7623762376237624,0.040037813029955294,0.587765723243011,0.5722063571184388,0.013820309119624912,0.7679223219553629,0.7266619205474854,0.03364629613795636,0.8045174328402384,0.6287426994258114,0.5783410138248848,0.050401685600926616,0.5360675262558094,0.4721166257311235,0.06395090052468583,0.9028124809265136,0.8636593222618103,0.03915315866470337,0.800476947535771,0.5877328819249312,0.7681070012773353,0.6179146256123164,0.5223285994111078,0.9112239712764536,45.73M,2.5,33.45K,5.56M,0.043213375,0.0,0,5.56M,3.363517641666667
23,pfedme,1,pubmed2,1,0.1,0.05,3.0,,0.7336628170142095,0.6212871287128713,0.08431182264923776,0.5380992862598072,0.5050655450035925,0.023493283106718353,0.9766768217086792,0.9431795477867126,0.03795425526683991,0.7478088349240432,0.5174248585064525,0.4216589861751152,0.0957658723313372,0.4220237007559225,0.33023948305130313,0.09178421770461936,1.1180631518363953,1.049225091934204,0.06883805990219116,0.7372813990461049,0.5388427530859186,0.9760220063130692,0.49685094471658503,0.4023051879250491,1.132852014250652,45.73M,2.5,33.45K,5.56M,0.04344806944444444,0.0,0,5.56M,3.419681247222222
24,pfedme,1,pubmed2,1,0.01,0.8,3.0,,0.6037008218758926,0.37004950495049505,0.19454116601740493,0.25461025570140655,0.21325566783011468,0.038400122239483823,1.41279141108195,1.240103006362915,0.12834705916317068,0.5990491427987245,0.34054560240518494,0.2211981566820277,0.1193474457231573,0.1714210740977493,0.07985028676378259,0.0915707873339667,1.5767947435379028,1.499922752380371,0.07687199115753174,0.6136724960254372,0.2567475184629424,1.4055560428311602,0.31490552834149754,0.15174841369779982,1.5933095799867218,45.73M,2.5,33.45K,5.56M,0.03812680555555555,0.0,0,5.56M,3.330505366666667
25,pfedme,1,pubmed2,1,0.01,0.5,3.0,,0.5269127601126338,0.27722772277227725,0.2220491892525122,0.17901398998254017,0.1483315300645963,0.033145592431517726,1.487010637919108,1.290508508682251,0.14610856968457547,0.5329949384823068,0.2877771343141362,0.17626728110599077,0.11150985320814544,0.11886892845045358,0.06747199824145958,0.051396930208994,1.6501951813697815,1.5677480697631836,0.0824471116065979,0.5389507154213037,0.18103256685540575,1.4787785963811253,0.2638208537438768,0.10782704071486145,1.6679077518828855,45.73M,2.5,33.45K,5.56M,0.04085174166666667,0.0,0,5.56M,3.0577164833333335
26,pfedme,1,pubmed2,1,0.01,0.1,3.0,,0.2386171308432059,0.07054455445544554,0.20259318524819225,0.08650920801241523,0.05111548101021786,0.0426028786002704,1.6478052536646526,1.3747003078460691,0.2051283126401569,0.23852406160027564,0.0948099181021382,0.05414746543778802,0.040662452664350195,0.055627017798360726,0.03514018691588785,0.020486830882472874,1.8019760251045227,1.6971991062164309,0.10477691888809204,0.2507949125596184,0.08906953746319266,1.636398251702941,0.086074177746676,0.05122571823158734,1.8244858320314956,15.15M,2.5,33.45K,1.84M,0.04138961666666666,0.9923978777777775,165,1.84M,0.9924510305555556
27,pfedme,1,pubmed2,1,0.01,0.05,3.0,,0.2322216757710324,0.06311881188118812,0.19752661780277983,0.08489995400810958,0.047654949906605536,0.04225178175642316,1.6599218448003132,1.3780075311660769,0.21411412200266705,0.23151666214837677,0.08034328100741764,0.04838709677419355,0.031956184233224084,0.0499698409799569,0.03307086614173228,0.01689897483822462,1.8112590909004211,1.7077422142028809,0.10351687669754028,0.24403815580286167,0.0874143797424229,1.6481830188693607,0.0734779566130161,0.0463393404373852,1.8334981959712011,8.29M,2.5,33.45K,1.01M,0.04113211388888888,0.5587669250000001,90,1.0M,0.5588496444444444
28,pfedme,1,pubmed2,1,0.5,0.8,3.0,,0.8609023280593426,0.8267326732673267,0.03429382944618516,0.6370866336116829,0.6244520673973546,0.009274158027741683,0.40882447361946106,0.34009218215942383,0.06615024524661191,0.8608441124185066,0.7920239943484726,0.7718360071301248,0.020187987218347747,0.6642458932886816,0.6075410079727402,0.05670488531594131,0.6250734627246857,0.5688236355781555,0.05624982714653015,0.8628775834658188,0.637275706658704,0.40610075139089685,0.7963610916724982,0.6520636681018418,0.6129890002096509,9.21M,2.5,33.45K,1.12M,0.04592481666666667,0.7206399694444444,100,1.12M,0.7206999055555556
29,pfedme,1,pubmed2,1,0.5,0.5,3.0,,0.8631220446334265,0.8329207920792079,0.03027224923642749,0.6365711793964203,0.6197039202154292,0.013155876428553492,0.391688605149587,0.34213659167289734,0.05745501322873544,0.8662400103447604,0.8001429310727224,0.7754010695187166,0.02474186155400576,0.6748939861914229,0.6260762360382454,0.04881775015317763,0.596784234046936,0.5131967067718506,0.08358752727508545,0.8648648648648649,0.6367118090177323,0.3897955424266324,0.8054583624912526,0.6644061980199566,0.5788266617072221,12.41M,2.5,33.45K,1.51M,0.044747247222222224,0.9536734722222224,135,1.5M,0.9537559861111112
30,pfedme,1,pubmed2,1,0.5,0.1,3.0,,0.846465569409102,0.8056930693069307,0.04280251522124614,0.6245888138815346,0.6107167454360399,0.010900678453994134,0.45244134465853375,0.4073212146759033,0.05087283397913633,0.8464747831244089,0.7789158185268242,0.7433155080213903,0.035600310505433885,0.6402978445741329,0.6051543035879735,0.03514354098615935,0.5957256853580475,0.48882800340652466,0.10689768195152284,0.848966613672496,0.6251718067016349,0.45157543785384424,0.7865640307907628,0.6327477626407872,0.5727602631333326,22.01M,2.5,33.45K,2.68M,0.04332211666666667,1.4728460444444444,240,2.67M,1.4729306583333333
